Binomial,Year,cwl,Body_mass.g.,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Polioptila_plumbea,2011,,,,-35.18,-5.92
Polioptila_plumbea,2011,,6,,-35.18,-5.92
Polioptila_plumbea,2012,,6.5,,-35.18,-5.92
Polioptila_plumbea,2011,,7,,-35.18,-5.92
Polioptila_plumbea,2013,50,,,-34.854425,-7.063873
Polioptila_plumbea,2014,,5.8,,-35.18,-5.92
Polioptila_plumbea,2013,51,5,,-34.854425,-7.063873
Polioptila_plumbea,2013,,5.5,,-35.18,-5.92
Polioptila_plumbea,2011,,6,,-35.18,-5.92
Polioptila_plumbea,2013,,5.7,,-35.18,-5.92
Polioptila_plumbea,2014,,6,,-35.18,-5.92
Polioptila_plumbea,2013,,5.8,,-35.18,-5.92
Polioptila_plumbea,2011,,6.5,,-35.18,-5.92
Polioptila_plumbea,2012,,7,,-35.18,-5.92
Polioptila_plumbea,2013,,6,,-35.18,-5.92
Polioptila_plumbea,2010,,5.5,,-35.18,-5.92
Polioptila_plumbea,2011,,7,,-35.18,-5.92
Polioptila_plumbea,2013,,6.4,,-35.18,-5.92
Polioptila_plumbea,2011,,8,,-35.144167,-6.741389
Polioptila_plumbea,2011,,5,,-35.18,-5.92
Polioptila_plumbea,2012,,6,,-35.18,-5.92
Polioptila_plumbea,2014,,6.5,,-35.18,-5.92
Polioptila_plumbea,2010,,6,,-35.18,-5.92
Polioptila_plumbea,2012,,6.5,,-35.18,-5.92
Polioptila_plumbea,2014,,6,,-35.18,-5.92
Polioptila_plumbea,2011,,5.5,,-35.18,-5.92
Polioptila_plumbea,2012,,6,,-35.18,-5.92
Polioptila_plumbea,2014,,7,,-35.18,-5.92
Polioptila_plumbea,2014,,6.75,,-35.18,-5.92
Polioptila_plumbea,2012,,6,,-35.18,-5.92
Polioptila_plumbea,2010,,5.8,,-35.18,-5.92
Polioptila_plumbea,2010,,6,,-35.18,-5.92
Polioptila_plumbea,2010,,7,,-35.18,-5.92
Polioptila_plumbea,2012,,,,-35.18,-5.92
Polioptila_plumbea,2011,,5,,-35.18,-5.92
Polioptila_plumbea,2011,,5.5,,-35.18,-5.92
Polioptila_plumbea,2012,50,13,,-35.144167,-6.741389
Polioptila_plumbea,2011,,5.5,,-35.18,-5.92
Polioptila_plumbea,2011,,6.7,,-35.18,-5.92
Polioptila_plumbea,2010,,6,,-35.18,-5.92
Polioptila_plumbea,2010,,6,,-35.18,-5.92
Polioptila_plumbea,2013,,5.6,,-35.18,-5.92
Polioptila_plumbea,2011,,6.5,,-35.18,-5.92
Polioptila_plumbea,2011,,6,,-35.18,-5.92
Polioptila_plumbea,2012,,5.6,,-35.18,-5.92
Polioptila_plumbea,2013,,6.5,,-35.18,-5.92
Polioptila_plumbea,2014,,5.9,,-35.18,-5.92
Polioptila_plumbea,2012,,5.5,,-35.18,-5.92
Polioptila_plumbea,2011,,6,,-35.18,-5.92
Polioptila_plumbea,2011,,5.5,,-35.18,-5.92
Polioptila_plumbea,2011,,6,,-35.18,-5.92
Polioptila_plumbea,2011,,6.5,,-35.18,-5.92
Polioptila_plumbea,2012,,5.65,,-35.18,-5.92
Polioptila_plumbea,2011,,6,,-35.18,-5.92
Polioptila_plumbea,2006,51,7,4.3,-35.139925,-6.741965
Euphonia_pectoralis,2002,61.6,16,,-48.541493,-25.587558
Euphonia_pectoralis,2006,60,16,,-47.81,-23.95
Euphonia_pectoralis,2017,,13,,-47.198404,-24.045634
Euphonia_pectoralis,2002,62.7,16,,-48.541493,-25.587558
Euphonia_pectoralis,2007,,16,,-47.460399,-23.88904
Euphonia_pectoralis,2003,61.2,19,,-48.541493,-25.587558
Euphonia_pectoralis,2009,62.1,17,,-48.541493,-25.587558
Euphonia_pectoralis,2008,61,14.5,,-39.500511,-15.314456
Euphonia_pectoralis,2002,62.9,,,-48.541493,-25.587558
Euphonia_pectoralis,2001,,,8,-48.40777778,-24.278333
Euphonia_pectoralis,2004,60.1,17,,-48.541493,-25.587558
Euphonia_pectoralis,2004,61.5,,,-48.541493,-25.587558
Euphonia_pectoralis,2004,60.5,17,,-48.541493,-25.587558
Euphonia_pectoralis,2011,63.6,16,,-48.541493,-25.587558
Euphonia_pectoralis,2005,60.9,15,,-48.541493,-25.587558
Euphonia_pectoralis,2016,62,,,-47.245302,-24.06865
Euphonia_pectoralis,2001,61,14.5,7.5,-42.38333,-22.5
Euphonia_pectoralis,2001,,15,,-48.40777778,-24.278333
Euphonia_pectoralis,2006,65,18,,-48.541493,-25.587558
Euphonia_pectoralis,2000,,14.5,5.8,-48.416666,-24.316666
Euphonia_pectoralis,2003,59.4,13,,-48.541493,-25.587558
Euphonia_pectoralis,2002,65,20,7.8,-42.38333,-22.5
Euphonia_pectoralis,2017,68,17,,-49.313417,-28.093417
Euphonia_pectoralis,2017,65.2,19,,-48.541493,-25.587558
Euphonia_pectoralis,2016,59.8,15,,-48.541493,-25.587558
Euphonia_pectoralis,2006,59,16,,-45.982,-23.633
Euphonia_pectoralis,2005,,13.5,,-47.452334,-23.920014
Euphonia_pectoralis,2002,60.8,18,,-48.541493,-25.587558
Euphonia_pectoralis,1999,,15,,-48.364722,-24.304722
Euphonia_pectoralis,2002,,15,,-42.38333,-22.5
Euphonia_pectoralis,2015,63,19,,-46.289722,-23.90525
Euphonia_pectoralis,2011,61.2,,,-48.541493,-25.587558
Euphonia_pectoralis,2002,67,16.5,9,-42.38333,-22.5
Euphonia_pectoralis,2007,62,,,-48.541493,-25.587558
Euphonia_pectoralis,2008,60,13.5,,-39.671433,-14.032333
Euphonia_pectoralis,2015,,17.5,,-47.245302,-24.06865
Euphonia_pectoralis,2003,64.7,19,,-48.541493,-25.587558
Euphonia_pectoralis,2015,66,18,,-46.289722,-23.90525
Euphonia_pectoralis,2013,65,16.5,8.2,-47.949986,-24.16386
Euphonia_pectoralis,2009,61,16,,-48.541493,-25.587558
Euphonia_pectoralis,2016,59,,,-47.198404,-24.045634
Euphonia_pectoralis,2017,,12,,-47.198404,-24.045634
Euphonia_pectoralis,2007,63.4,16,,-48.541493,-25.587558
Euphonia_pectoralis,2017,66,17,,-49.223139,-28.167889
Euphonia_pectoralis,2012,58,15,,-48.541493,-25.587558
Euphonia_pectoralis,2007,58.1,17,,-48.541493,-25.587558
Euphonia_pectoralis,2001,,,,-48.541493,-25.587558
Euphonia_pectoralis,2004,60.6,16,,-48.541493,-25.587558
Euphonia_pectoralis,2012,63.6,15,,-48.541493,-25.587558
Euphonia_pectoralis,2003,64.9,17,,-48.541493,-25.587558
Euphonia_pectoralis,2014,62,16,,-48.541493,-25.587558
Euphonia_pectoralis,2010,64,,,-48.888611,-25.993056
Euphonia_pectoralis,2016,61,,,-47.198404,-24.045634
Euphonia_pectoralis,1999,,15,,-48.364722,-24.304722
Euphonia_pectoralis,2017,59,15,,-49.313417,-28.093417
Euphonia_pectoralis,1999,,17,,-48.364722,-24.304722
Euphonia_pectoralis,2017,66,15,,-49.223139,-28.167889
Euphonia_pectoralis,2001,,14,7.8,-48.40777778,-24.278333
Euphonia_pectoralis,2007,66.4,16,,-48.541493,-25.587558
Euphonia_pectoralis,2001,61.2,15,,-48.541493,-25.587558
Euphonia_pectoralis,2012,61,14,7.05,-47.949986,-24.16386
Euphonia_pectoralis,2001,65,16.5,9.5,-42.38333,-22.5
Euphonia_pectoralis,2004,61.1,17,,-48.541493,-25.587558
Euphonia_pectoralis,2002,60,15,7.9,-42.38333,-22.5
Euphonia_pectoralis,2001,,16,,-48.40777778,-24.278333
Euphonia_pectoralis,1997,62.1,16,,-48.422847,-25.356797
Euphonia_pectoralis,2009,62.2,17,,-48.541493,-25.587558
Euphonia_pectoralis,2000,,14,,-48.416666,-24.316666
Euphonia_pectoralis,2009,60,16,,-48.541493,-25.587558
Euphonia_pectoralis,2006,60.8,16,,-48.541493,-25.587558
Euphonia_pectoralis,2013,60,19,,-48.895407,-25.97896
Euphonia_pectoralis,2016,60,,,-47.245302,-24.06865
Euphonia_pectoralis,2011,64.6,17,,-48.541493,-25.587558
Euphonia_pectoralis,2003,59.2,19,,-48.541493,-25.587558
Euphonia_pectoralis,2017,,12,,-47.198404,-24.045634
Euphonia_pectoralis,2012,,17,9.6,-47.949986,-24.16386
Euphonia_pectoralis,2016,65,,,-47.245302,-24.06865
Euphonia_pectoralis,2013,66,17,7.7,-47.949986,-24.16386
Euphonia_pectoralis,2008,61,13.75,,-39.671433,-14.032333
Euphonia_pectoralis,2010,66,16,,-46.016667,-23.033333
Euphonia_pectoralis,2003,60.5,18,,-48.541493,-25.587558
Euphonia_pectoralis,2012,,20.5,,-48.992205,-25.49548
Tangara_seledon,2004,70,18,,-48.541493,-25.587558
Tangara_seledon,2016,70,,,-47.245302,-24.06865
Tangara_seledon,2013,69.4,21,,-54.487792,-25.619635
Tangara_seledon,2016,66.25,22.5,,-48.67189,-25.311564
Tangara_seledon,2003,70.1,20,,-48.541493,-25.587558
Tangara_seledon,2007,70,20,,-48.541493,-25.587558
Tangara_seledon,2004,66,18,,-48.541493,-25.587558
Tangara_seledon,2004,68.4,17,,-48.541493,-25.587558
Tangara_seledon,2014,,17.5,,-54.487792,-25.619635
Tangara_seledon,2017,70,,,-47.245302,-24.06865
Tangara_seledon,2014,70.5,20,,-48.541493,-25.587558
Tangara_seledon,2004,67.1,16,,-48.541493,-25.587558
Tangara_seledon,2006,65.8,30,,-47,-23.833333
Tangara_seledon,2009,64.7,15.5,,-39.671433,-14.032333
Tangara_seledon,2013,69,16,,-54.487792,-25.619635
Tangara_seledon,2009,65.7,,,-47,-23.833333
Tangara_seledon,2012,68.3,18,,-48.541493,-25.587558
Tangara_seledon,2012,70.9,19,,-48.541493,-25.587558
Tangara_seledon,2015,70,,,-47.245302,-24.06865
Tangara_seledon,2012,67.3,18,,-48.541493,-25.587558
Tangara_seledon,2017,55,20.1,,-50.178935,-29.482103
Tangara_seledon,2006,165.8,20,,-47,-23.833333
Tangara_seledon,2007,66.5,19,,-48.541493,-25.587558
Tangara_seledon,2017,69,,,-47.245302,-24.06865
Tangara_seledon,2013,68.6,19,,-54.487792,-25.619635
Tangara_seledon,2016,68,,,-47.245302,-24.06865
Tangara_seledon,2012,72,18,,-48.541493,-25.587558
Tangara_seledon,2015,66,,,-47.245302,-24.06865
Tangara_seledon,2005,70.2,,,-47,-23.833333
Tangara_seledon,2017,72,,,-47.245302,-24.06865
Tangara_seledon,2015,,18.5,,-47.245302,-24.06865
Tangara_seledon,2009,64,,,-47,-23.833333
Tangara_seledon,2012,63.2,17,,-48.541493,-25.587558
Tangara_seledon,2005,69.2,20,,-48.541493,-25.587558
Tangara_seledon,2013,69.8,20,,-54.487792,-25.619635
Tangara_seledon,2004,71.8,17,,-48.541493,-25.587558
Tangara_seledon,2011,66.8,24,,-48.541493,-25.587558
Tangara_seledon,2013,72.3,21,,-54.487792,-25.619635
Tangara_seledon,2017,69.6,20.7,,-48.67189,-25.311564
Tangara_seledon,2012,71,19,,-48.541493,-25.587558
Tangara_seledon,2004,67.9,18,,-48.541493,-25.587558
Tangara_seledon,2017,66.9,17,,-48.541493,-25.587558
Tangara_seledon,2017,66.9,17,,-48.541493,-25.587558
Tangara_seledon,2017,68,19.5,,-48.67189,-25.311564
Tangara_seledon,2006,65,20,,-47,-23.833333
Arremon_taciturnus,2008,76,51,7.9,-36.655833,-10.4
Arremon_taciturnus,2013,75,24,,-35.144167,-6.741389
Arremon_taciturnus,2015,70,32,9,-35.746496,-6.968757
Arremon_taciturnus,2010,69,28,,-38.79888,-12.55468
Arremon_taciturnus,2016,66,26,11.8,-34.9418676147,-8.0024407527
Arremon_taciturnus,2016,74,23,8.2,-34.9445366915,-7.9938007267
Arremon_taciturnus,2015,75,23,8.4,-34.9532021832,-7.9964573463
Arremon_taciturnus,2013,72,27,,-35.08559,-6.805421
Arremon_taciturnus,2012,65,30,,-35.08559,-6.805421
Arremon_taciturnus,2013,72,25,,-35.144167,-6.741389
Arremon_taciturnus,2006,75,21,7.7,-35.139925,-6.741965
Arremon_taciturnus,2010,,25,,-35.144167,-6.741389
Arremon_taciturnus,2013,73,24,,-35.08559,-6.805421
Arremon_taciturnus,2010,75,29.3,,-38.79888,-12.55468
Arremon_taciturnus,2015,71,25,8.3,-35.746496,-6.968757
Arremon_taciturnus,2010,66,27,7.2,-35.746496,-6.968757
Arremon_taciturnus,2010,,19,15.9,-35.746496,-6.968757
Arremon_taciturnus,2006,75,29,9,-35.139925,-6.741965
Arremon_taciturnus,2009,78,22,9.3,-37.052089,-10.531875
Arremon_taciturnus,2016,67,25.5,10.3,-34.9418676147,-8.0024407527
Arremon_taciturnus,2013,74,25,,-35.08559,-6.805421
Arremon_taciturnus,2015,60,25,6.2,-35.746496,-6.968757
Arremon_taciturnus,2008,80,28,7.9,-36.655833,-10.4
Arremon_taciturnus,2008,73,34,10,-36.655833,-10.4
Arremon_taciturnus,2006,77,25,6.7,-35.139925,-6.741965
Arremon_taciturnus,2013,70,16,,-35.08559,-6.805421
Arremon_taciturnus,2013,74,27,,-35.08559,-6.805421
Arremon_taciturnus,2010,66,24,9.3,-35.746496,-6.968757
Arremon_taciturnus,2016,72,23.5,7.8,-34.9445366915,-7.9938007267
Arremon_taciturnus,2009,75,26,10.1,-37.052089,-10.531875
Arremon_taciturnus,2009,81,32.75,,-38.79888,-12.55468
Arremon_taciturnus,2017,74,30,8,-34.9445366915,-7.9938007267
Arremon_taciturnus,2009,70,25.5,9.5,-36.717067,-10.257492
Arremon_taciturnus,2016,74,23,8.4,-34.9445366915,-7.9938007267
Arremon_taciturnus,2013,67,24,,-35.144167,-6.741389
Arremon_taciturnus,2013,65,22,,-35.08559,-6.805421
Arremon_taciturnus,2016,73,26,8.3,-34.9445366915,-7.9938007267
Arremon_taciturnus,2015,65,24,8.4,-35.746496,-6.968757
Arremon_taciturnus,2005,75,24.5,,-43.787333,-22.370933
Arremon_taciturnus,2008,77,29,8.8,-36.655833,-10.4
Arremon_taciturnus,2010,75,30,4,-35.746496,-6.968757
Arremon_taciturnus,2016,75,24,7,-34.9532021832,-7.9964573463
Arremon_taciturnus,2012,75.7,26,,-35.879097,-9.218164
Arremon_taciturnus,2016,77,24,7.5,-35.746496,-6.968757
Arremon_taciturnus,2010,,26,,-35.144167,-6.741389
Arremon_taciturnus,2012,60,23,,-35.08559,-6.805421
Arremon_taciturnus,2011,68,24,,-35.144167,-6.741389
Arremon_taciturnus,2015,75,19,6.9,-34.9532021832,-7.9964573463
Arremon_taciturnus,2015,68,28,7.8,-35.746496,-6.968757
Arremon_taciturnus,2016,69,22,8.4,-34.9445366915,-7.9938007267
Arremon_taciturnus,2010,68,26,7.8,-35.144167,-6.741389
Arremon_taciturnus,2006,74,26,5.4,-35.139925,-6.741965
Arremon_taciturnus,2009,70,17,7.7,-37.052089,-10.531875
Arremon_taciturnus,2010,74,25.5,8.8,-35.746496,-6.968757
Arremon_taciturnus,2012,,26,,-35.08559,-6.805421
Arremon_taciturnus,2010,,26,,-35.144167,-6.741389
Arremon_taciturnus,2016,,30,,-34.9445366915,-7.9938007267
Arremon_taciturnus,2008,78,31.5,,-38.79888,-12.55468
Arremon_taciturnus,2010,71,25,8.5,-35.746496,-6.968757
Arremon_taciturnus,2013,67,23,,-35.08559,-6.805421
Arremon_taciturnus,2010,70,24,8.9,-35.144167,-6.741389
Arremon_taciturnus,2013,60,22,,-35.08559,-6.805421
Arremon_taciturnus,2006,73,23,7.8,-35.139925,-6.741965
Arremon_taciturnus,2010,73,34,9.1,-35.746496,-6.968757
Arremon_taciturnus,2013,72,25,,-35.144167,-6.741389
Arremon_taciturnus,2016,,,,-34.9445366915,-7.9938007267
Arremon_taciturnus,2016,74,34,7.6,-35.746496,-6.968757
Arremon_taciturnus,2010,71,36,6.6,-35.746496,-6.968757
Arremon_taciturnus,2009,73,26,10.1,-36.717067,-10.257492
Arremon_taciturnus,2012,71,23,,-35.08559,-6.805421
Arremon_taciturnus,2016,70,28,10.5,-34.9418676147,-8.0024407527
Arremon_taciturnus,2012,,26,,-35.08559,-6.805421
Arremon_taciturnus,2010,74,25,7.6,-35.144167,-6.741389
Arremon_taciturnus,2016,76,25,7.8,-34.9418676147,-8.0024407527
Arremon_taciturnus,2013,79,23,,-35.08559,-6.805421
Arremon_taciturnus,2008,74,26,8.6,-36.655833,-10.4
Arremon_taciturnus,2012,73,23,,-35.08559,-6.805421
Arremon_taciturnus,2013,,27,,-35.144167,-6.741389
Arremon_taciturnus,2010,74,25,7.6,-35.746496,-6.968757
Arremon_taciturnus,2009,68,25,9.2,-37.052089,-10.531875
Arremon_taciturnus,2010,,19,,-35.144167,-6.741389
Arremon_taciturnus,2017,66,23,9,-34.9532021832,-7.9964573463
Arremon_taciturnus,2013,76,26,,-35.177922,-6.725132
Arremon_taciturnus,2016,67,12,7.8,-34.9445366915,-7.9938007267
Arremon_taciturnus,2012,76,29,,-35.08559,-6.805421
Arremon_taciturnus,2008,,25,5.8,-36.655833,-10.4
Arremon_taciturnus,2016,74,27,9.1,-34.9532021832,-7.9964573463
Arremon_taciturnus,2013,70,41,,-35.08559,-6.805421
Arremon_taciturnus,2016,70,17,7.9,-34.9418676147,-8.0024407527
Arremon_taciturnus,2009,70,30.25,,-38.79888,-12.55468
Arremon_taciturnus,2010,69,28,,-38.79888,-12.55468
Arremon_taciturnus,2013,74,26,,-35.177922,-6.725132
Arremon_taciturnus,2013,70,31,,-35.08559,-6.805421
Arremon_taciturnus,2016,70,26,7.4,-34.9445366915,-7.9938007267
Arremon_taciturnus,2009,73,30,,-38.79888,-12.55468
Arremon_taciturnus,2012,60,23,,-35.08559,-6.805421
Arremon_taciturnus,2010,70,26,8.9,-35.746496,-6.968757
Arremon_taciturnus,2010,81,31.95,,-38.79888,-12.55468
Arremon_taciturnus,2012,74,26,,-35.08559,-6.805421
Arremon_taciturnus,2010,,24,,-35.144167,-6.741389
Arremon_taciturnus,2010,70,30,7.8,-35.746496,-6.968757
Arremon_taciturnus,2012,72,23,,-35.08559,-6.805421
Arremon_taciturnus,2012,68,24,,-35.08559,-6.805421
Arremon_taciturnus,2016,67,27,8.1,-34.9532021832,-7.9964573463
Arremon_taciturnus,2016,67,25,9,-34.9418676147,-8.0024407527
Arremon_taciturnus,2010,,24,7,-35.746496,-6.968757
Arremon_taciturnus,2008,71,29,8.5,-36.655833,-10.4
Arremon_taciturnus,2015,74,22,8.4,-34.9418676147,-8.0024407527
Arremon_taciturnus,2008,76,28,9.8,-36.655833,-10.4
Arremon_taciturnus,2009,70,26,9.7,-37.052089,-10.531875
Arremon_taciturnus,2012,,25,,-35.08559,-6.805421
Arremon_taciturnus,2013,68,24,,-35.08559,-6.805421
Arremon_taciturnus,2015,70,26,9,-34.9445366915,-7.9938007267
Arremon_taciturnus,2009,74,26,10.1,-37.052089,-10.531875
Arremon_taciturnus,2012,70,27,,-35.08559,-6.805421
Arremon_taciturnus,2012,68,26,,-35.08559,-6.805421
Arremon_taciturnus,2010,69,25,9.1,-35.746496,-6.968757
Arremon_taciturnus,2011,,27,,-35.144167,-6.741389
Arremon_taciturnus,2008,70,27,8.2,-36.655833,-10.4
Arremon_taciturnus,2012,71,27,,-35.08559,-6.805421
Arremon_taciturnus,2012,65,20,,-35.08559,-6.805421
Arremon_taciturnus,2013,74,26,,-35.177922,-6.725132
Arremon_taciturnus,2016,66,27,8,-34.9418676147,-8.0024407527
Arremon_taciturnus,2015,69,25,7.8,-35.746496,-6.968757
Arremon_taciturnus,2016,68,26,11.3,-34.9418676147,-8.0024407527
Arremon_taciturnus,2013,53,,,-35.08559,-6.805421
Arremon_taciturnus,2008,80,32,9.2,-36.655833,-10.4
Arremon_taciturnus,2015,67,25,8,-35.746496,-6.968757
Arremon_taciturnus,2016,65,25,8.1,-34.9418676147,-8.0024407527
Arremon_taciturnus,2009,,27,9,-36.717067,-10.257492
Habia_rubica,2010,95,,,-48.884167,-26.002222
Habia_rubica,2000,,38,9.4,-48.416666,-24.316666
Habia_rubica,2001,92.8,38,10.8,-48.474789,-27.585696
Habia_rubica,2007,97,32,7.63,-48.054843,-20.091019
Habia_rubica,2006,,33,,-48.46,-23.29
Habia_rubica,2000,,34,,-48.416666,-24.316666
Habia_rubica,2013,,34,,-47.949986,-24.16386
Habia_rubica,2005,,33,,-47.410015,-23.951935
Habia_rubica,2017,85.6,,,-47.253177,-24.086093
Habia_rubica,2010,,,,-48.433333,-23.266667
Habia_rubica,2016,90,,,-47.245302,-24.06865
Habia_rubica,2001,98,39,,-47.931944,-25.096389
Habia_rubica,2012,90,37.5,,-49.405145,-28.599546
Habia_rubica,2006,,35,,-47.436016,-23.880844
Habia_rubica,2017,93,34,,-49.412429,-28.713794
Habia_rubica,2010,96,,,-48.888611,-25.993056
Habia_rubica,2005,,36,,-47.480162,-23.913781
Habia_rubica,2006,89,34,7.5,-51.951507,-23.917488
Habia_rubica,2010,92,41,,-48.573806,-27.426111
Habia_rubica,2017,,,,-47.253177,-24.086093
Habia_rubica,2012,96,38.5,10.15,-47.949986,-24.16386
Habia_rubica,2009,100,43,7.65,-48.054843,-20.091019
Habia_rubica,2013,91,34,9,-49.076722,-22.775
Habia_rubica,2010,91,,,-48.892222,-25.985278
Habia_rubica,2017,,32,,-47.198404,-24.045634
Habia_rubica,2005,,,,-47.377344,-23.957743
Habia_rubica,2017,,,,-47.253177,-24.086093
Habia_rubica,2007,91,35,8.48,-48.054843,-20.091019
Habia_rubica,2000,,33,16,-48.416666,-24.316666
Habia_rubica,2013,92,37,,-49.671408,-28.649798
Habia_rubica,2001,,39,11.5,-47.931944,-25.096389
Habia_rubica,2006,,32,,-47.452334,-23.920014
Habia_rubica,2010,96,,,-48.888611,-25.993056
Habia_rubica,2006,,,,-46.400954,-23.843052
Habia_rubica,2016,95,,,-47.245302,-24.06865
Habia_rubica,2010,95,,,-48.433333,-23.266667
Habia_rubica,2013,97,30,10.6,-49.076722,-22.775
Habia_rubica,2017,98,,,-47.253177,-24.086093
Habia_rubica,2016,,34.5,,-42.047183,-22.421778
Habia_rubica,2004,95,41.5,11.5,-42.98,-22.41
Habia_rubica,2007,94,23,7.67,-48.054843,-20.091019
Habia_rubica,2017,97,,,-47.253177,-24.086093
Habia_rubica,2010,89,68,,-44.607931,-22.452726
Habia_rubica,2006,,34,,-51.97104,-23.876274
Habia_rubica,2007,88,30,7.47,-48.054843,-20.091019
Habia_rubica,1999,86,28,,-47.841667,-21.971667
Habia_rubica,2000,,37,,-48.416666,-24.316666
Habia_rubica,2013,,38,10.65,-47.949986,-24.16386
Habia_rubica,2009,86,,7.6,-48.054843,-20.091019
Habia_rubica,2012,90,32.5,,-49.403256,-28.600583
Habia_rubica,2006,,36.5,,-47.684,-23.915
Habia_rubica,2004,103,40,10.7,-42.98,-22.41
Habia_rubica,2006,95,33,7.3,-51.929803,-23.799715
Habia_rubica,2010,94,,,-48.433333,-23.266667
Habia_rubica,2006,94,37,7.45,-51.97104,-23.876274
Habia_rubica,2010,,,,-48.433333,-23.266667
Habia_rubica,2006,,31,,-48.46,-23.29
Habia_rubica,2012,,35,,-47.949986,-24.16386
Habia_rubica,2015,83,27,9.8,-50.6967,-24.1431
Habia_rubica,2013,97,35.5,,-49.671408,-28.649798
Habia_rubica,2016,98,35,9.8,-49.076722,-22.775
Habia_rubica,2005,100,37,,-43.787333,-22.370933
Habia_rubica,2016,,,,-47.198404,-24.045634
Habia_rubica,2000,,36,,-48.416666,-24.316666
Habia_rubica,2005,,,,-47.405913,-23.96164
Habia_rubica,2004,100,35,7.5,-42.737667,-22.4084
Habia_rubica,2000,,34,,-48.416666,-24.316666
Habia_rubica,2010,98,,,-48.433333,-23.266667
Habia_rubica,2006,,,,-47.471961,-23.867741
Habia_rubica,2005,94,36.5,7.5,-42.0464,-22.54815
Habia_rubica,1995,99,38.6,,-42.304444,-22.544028
Habia_rubica,1999,,39.5,,-48.364722,-24.304722
Habia_rubica,2012,110,36.5,7.8,-47.949986,-24.16386
Habia_rubica,2006,,36.5,,-47.460399,-23.88904
Habia_rubica,1995,90,34,,-42.304444,-22.544028
Habia_rubica,2006,93.5,45,,-47,-23.833333
Habia_rubica,2010,96,37,11.1,-50.6973,-24.1445
Habia_rubica,2016,102,35,,-49.672487,-22.37698
Habia_rubica,2013,,27,,-49.076722,-22.775
Habia_rubica,2006,,37,,-47.480162,-23.913781
Habia_rubica,2011,79,28,,-48.498056,-27.475556
Habia_rubica,2006,,33,,-51.94695,-23.866923
Habia_rubica,2015,94.4,40,,-48.541493,-25.587558
Habia_rubica,2008,85,21,7.79,-48.054843,-20.091019
Habia_rubica,2011,96.8,32,,-54.487792,-25.619635
Habia_rubica,2009,84,32,7.13,-48.054843,-20.091019
Habia_rubica,2015,80,41,11.3,-40.15262778,-19.03415833
Habia_rubica,2005,100,,,-46.399266,-23.833688
Habia_rubica,2001,99.1,36,10.1,-48.52396,-27.71722
Habia_rubica,2014,93.9,34,,-54.487792,-25.619635
Habia_rubica,2014,100,42,10.1,-40.15262778,-19.03415833
Habia_rubica,2006,85,29,7.75,-51.94695,-23.866923
Habia_rubica,2000,,35,,-48.416666,-24.316666
Habia_rubica,2012,,33.75,,-47.67257,-22.5756
Habia_rubica,2010,96,35,,-44.607931,-22.452726
Habia_rubica,2016,93.8,34.4,,-48.673307,-25.289552
Habia_rubica,2000,,36,,-48.416666,-24.316666
Habia_rubica,2013,96,57.5,,-47.012778,-23.964444
Habia_rubica,2012,72,32,,-50.6967,-24.1431
Habia_rubica,2011,92.5,38,,-48.541493,-25.587558
Habia_rubica,2013,76,32.5,,-49.671408,-28.649798
Habia_rubica,2010,90,32,,-48.433333,-23.266667
Habia_rubica,2013,88,30,,-49.671408,-28.649798
Habia_rubica,2000,,33,10.4,-48.416666,-24.316666
Habia_rubica,2016,96,,,-47.198404,-24.045634
Habia_rubica,2000,,40,9.7,-48.416666,-24.316666
Habia_rubica,2000,,37,,-48.416666,-24.316666
Habia_rubica,2002,98,30,11,-42.38333,-22.5
Habia_rubica,2000,,35,,-48.416666,-24.316666
Habia_rubica,2007,,44,,-47.377344,-23.957743
Habia_rubica,2016,96,34,10.1,-49.076722,-22.775
Habia_rubica,2005,,35,,-47.377344,-23.957743
Habia_rubica,2012,,32.25,,-47.59842,-22.21617
Habia_rubica,2010,,,,-46.016667,-23.033333
Habia_rubica,2013,94,51,,-47.012778,-23.964444
Habia_rubica,2011,84,,,-48.498056,-27.475556
Habia_rubica,2012,99,37.5,11.1,-47.949986,-24.16386
Habia_rubica,2015,87,32,,-46.289722,-23.90525
Habia_rubica,2010,85,32,10.5,-50.6973,-24.1445
Habia_rubica,2012,,34,,-47.949986,-24.16386
Habia_rubica,2000,110,25,9.8,-47.931944,-25.096389
Habia_rubica,2000,,19,7.3,-48.416666,-24.316666
Habia_rubica,2015,,30,,-47.198404,-24.045634
Habia_rubica,2001,95.7,40,11.5,-48.810668,-27.73223
Habia_rubica,2006,99,35,7.75,-51.94695,-23.866923
Habia_rubica,2015,,35,,-47.198404,-24.045634
Habia_rubica,2009,92,,7.67,-48.054843,-20.091019
Habia_rubica,2016,96.5,36.5,,-48.642632,-25.28218
Habia_rubica,2011,89,34,,-48.498056,-27.475556
Habia_rubica,2013,93,32,,-49.671408,-28.649798
Habia_rubica,2016,94,38.5,,-48.675863,-25.301518
Habia_rubica,2017,90,33,,-49.313417,-28.093417
Habia_rubica,2011,89,38,,-48.498056,-27.475556
Habia_rubica,2013,95,41,,-48.892222,-25.985278
Habia_rubica,2015,,36,,-47.198404,-24.045634
Habia_rubica,2017,94,38,,-49.412429,-28.713794
Habia_rubica,2011,98,58,,-48.498056,-27.475556
Habia_rubica,2004,92,38,9.7,-42.98,-22.41
