Binomial,Year,cwl,Body_mass.g.,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Chiroxiphia_caudata,2001,70.4,25,10.5,-48.512518,-27.531353
Chiroxiphia_caudata,2006,,24,,-47.460382,-23.851281
Chiroxiphia_caudata,2014,72,26.79,4.25,-48.34105,-25.14759
Chiroxiphia_caudata,2000,70,,11.4,-46.971111,-23.666389
Chiroxiphia_caudata,2015,78,26.5,,-47.198404,-24.045634
Chiroxiphia_caudata,1999,74,23,,-51.09,-30.1
Chiroxiphia_caudata,2016,76,22,7.7,-49.076722,-22.775
Chiroxiphia_caudata,2004,,25,,-48.541493,-25.587558
Chiroxiphia_caudata,2017,72.55,26.8,,-48.68104,-25.301984
Chiroxiphia_caudata,1997,71.1,25,,-48.422847,-25.356797
Chiroxiphia_caudata,2012,,28,5.2,-47.949986,-24.16386
Chiroxiphia_caudata,2011,71.1,24,,-48.541493,-25.587558
Chiroxiphia_caudata,1999,,25,,-48.364722,-24.304722
Chiroxiphia_caudata,2006,,25.5,,-42.575483,-22.417983
Chiroxiphia_caudata,2017,,32.6,,-50.186006,-29.499814
Chiroxiphia_caudata,2013,80,21,6.6,-41.84374722,-20.41793889
Chiroxiphia_caudata,2016,72,,,-47.245302,-24.06865
Chiroxiphia_caudata,2004,80.2,26,12,-46.491667,-23.901889
Chiroxiphia_caudata,2006,72,21.5,,-45.982,-23.633
Chiroxiphia_caudata,2015,75,12,7.2,-41.02029722,-20.39838889
Chiroxiphia_caudata,2003,73.9,25,,-48.541493,-25.587558
Chiroxiphia_caudata,2002,73,24,8.7,-42.38333,-22.5
Chiroxiphia_caudata,1999,77,24,,-47.841667,-21.971667
Chiroxiphia_caudata,2002,,25,,-48.541493,-25.587558
Chiroxiphia_caudata,2005,,25,,-47.405913,-23.96164
Chiroxiphia_caudata,2015,66.45,25,,-48.981171,-25.49618
Chiroxiphia_caudata,2004,71.1,25,,-48.541493,-25.587558
Chiroxiphia_caudata,2009,73.2,31,,-48.541493,-25.587558
Chiroxiphia_caudata,2013,,,,-49.076722,-22.775
Chiroxiphia_caudata,2006,75,27,,-48.541493,-25.587558
Chiroxiphia_caudata,2010,69,13,,-46.016667,-23.033333
Chiroxiphia_caudata,1999,71,23,,-47.841667,-21.971667
Chiroxiphia_caudata,2001,74,25,9.9,-48.812205,-27.768275
Chiroxiphia_caudata,2017,,25.75,,-48.981171,-25.49618
Chiroxiphia_caudata,2004,79.3,26,,-47.99475,-24.059833
Chiroxiphia_caudata,2008,71,19,4.61,-48.054843,-20.091019
Chiroxiphia_caudata,2002,76.9,27,11.5,-45.427917,-23.593222
Chiroxiphia_caudata,2002,,29,,-47.931944,-25.096389
Chiroxiphia_caudata,2010,74.5,24,,-48.433333,-23.266667
Chiroxiphia_caudata,2001,82,28,11,-47.931944,-25.096389
Chiroxiphia_caudata,2014,74.28,24.7,4.33,-48.34105,-25.14759
Chiroxiphia_caudata,2008,71.3,25,,-48.541493,-25.587558
Chiroxiphia_caudata,2000,71,,11,-47.931944,-25.096389
Chiroxiphia_caudata,2004,,24,,-43.716667,-20.783333
Chiroxiphia_caudata,2002,,26,,-48.541493,-25.587558
Chiroxiphia_caudata,2004,75.7,25,10.9,-46.491667,-23.825222
Chiroxiphia_caudata,2016,75,24,,-49.672487,-22.37698
Chiroxiphia_caudata,2006,77,25,,-47.81,-23.95
Chiroxiphia_caudata,2017,70.15,26,10.24,-48.981171,-25.49618
Chiroxiphia_caudata,2008,72.2,23,,-48.541493,-25.587558
Chiroxiphia_caudata,2000,,26,8.7,-48.416666,-24.316666
Chiroxiphia_caudata,2005,,31,,-47.480162,-23.913781
Chiroxiphia_caudata,2006,79,25,,-45.982,-23.633
Chiroxiphia_caudata,2006,,29,,-47.490814,-23.873765
Chiroxiphia_caudata,2002,75.5,,,-45.427917,-23.593222
Chiroxiphia_caudata,1999,,27,,-48.364722,-24.304722
Chiroxiphia_caudata,2004,81.7,24,11.4,-47.946389,-24.061306
Chiroxiphia_caudata,2006,,27,,-47.446516,-23.833638
Chiroxiphia_caudata,2005,,25.5,,-47.452334,-23.920014
Chiroxiphia_caudata,2006,,25,,-45.982,-23.633
Chiroxiphia_caudata,2005,,27,,-47.396673,-23.947513
Chiroxiphia_caudata,2004,69.9,26,,-48.541493,-25.587558
Chiroxiphia_caudata,2015,70,29,,-46.340917,-23.855861
Chiroxiphia_caudata,2012,,,,-50.6967,-24.1431
Chiroxiphia_caudata,2006,,,,-47.46575,-23.903054
Chiroxiphia_caudata,2004,74.6,24,,-48.541493,-25.587558
Chiroxiphia_caudata,2006,80,26,,-48.46,-23.29
Chiroxiphia_caudata,1996,,23.5,,-44.202778,-23.175
Chiroxiphia_caudata,2004,69.6,24,,-48.541493,-25.587558
Chiroxiphia_caudata,2014,73.14,,9.97,-48.981171,-25.49618
Chiroxiphia_caudata,2002,71,27,9.5,-42.38333,-22.5
Chiroxiphia_caudata,2017,70.8,24,,-48.541493,-25.587558
Chiroxiphia_caudata,2017,54,25.8,,-50.162407,-29.472434
Chiroxiphia_caudata,2006,,23.5,,-47.81,-23.95
Chiroxiphia_caudata,2016,66,,,-47.245302,-24.06865
Chiroxiphia_caudata,2015,69.5,23.5,,-48.981171,-25.49618
Chiroxiphia_caudata,2005,62.7,27,,-49.248873,-25.956569
Chiroxiphia_caudata,2003,72.7,26,,-48.541493,-25.587558
Chiroxiphia_caudata,2014,72.2,25,,-48.541493,-25.587558
Chiroxiphia_caudata,2004,,22,,-43.716667,-20.783333
Chiroxiphia_caudata,2005,,28.5,,-47.377344,-23.957743
Chiroxiphia_caudata,2017,76,26,,-49.412429,-28.713794
Chiroxiphia_caudata,2005,,31,,-47.480162,-23.913781
Chiroxiphia_caudata,2005,,30,,-47.480162,-23.913781
Chiroxiphia_caudata,1999,,25,5.1,-48.364722,-24.304722
Chiroxiphia_caudata,2017,71.45,26.5,,-48.673631,-25.304749
Chiroxiphia_caudata,2001,73,23,11.3,-42.38333,-22.5
Chiroxiphia_caudata,2006,77,23,,-45.982,-23.633
Chiroxiphia_caudata,2010,,,,-50.6967,-24.1431
Chiroxiphia_caudata,2006,79,23.5,,-47.81,-23.95
Conopophaga_lineata,2013,74,21,7.4,-49.076722,-22.775
Conopophaga_lineata,2010,74,,,-48.433333,-23.266667
Conopophaga_lineata,2018,75,21,6.4,-49.402289,-22.529975
Conopophaga_lineata,2010,75,23.5,,-48.433333,-23.266667
Conopophaga_lineata,2005,75,22,,-46.02,-23.039
Conopophaga_lineata,2005,,20,,-47.446516,-23.833638
Conopophaga_lineata,2010,,,,-48.433333,-23.266667
Conopophaga_lineata,2006,79,21.5,,-48.46,-23.29
Conopophaga_lineata,2006,73,21.5,,-47.684,-23.915
Conopophaga_lineata,2014,71,39.5,,-47.0125,-23.963889
Conopophaga_lineata,2015,,20,,-47.253177,-24.086093
Conopophaga_lineata,2006,,22,,-47.452334,-23.920014
Conopophaga_lineata,2006,,21.5,,-47.449741,-23.843869
Conopophaga_lineata,2014,75,24,7.4,-49.398056,-22.530694
Conopophaga_lineata,2014,70,20,7.6,-49.398056,-22.530694
Conopophaga_lineata,2014,70,19,7.3,-49.398056,-22.530694
Conopophaga_lineata,2010,,,,-48.433333,-23.266667
Conopophaga_lineata,2007,,19,,-47.377344,-23.957743
Conopophaga_lineata,2016,72,20,,-49.618889,-28.1525
Conopophaga_lineata,2016,73,23,8.2,-49.076722,-22.775
Conopophaga_lineata,2014,74,22,7.1,-49.398056,-22.530694
Conopophaga_lineata,2000,69.5,20.5,5.5,-49.221108,-25.951109
Conopophaga_lineata,2016,70,23,7.7,-49.076722,-22.775
Conopophaga_lineata,2006,48,27,,-51.302929,-30.051014
Conopophaga_lineata,2016,68,24,,-49.672487,-22.37698
Conopophaga_lineata,2014,70,22,8,-49.398056,-22.530694
Conopophaga_lineata,2006,,22,,-47.480162,-23.913781
Conopophaga_lineata,2006,,25.5,,-47.46575,-23.903054
Conopophaga_lineata,2005,,20.5,,-47.377344,-23.957743
Conopophaga_lineata,2010,,22,,-48.433333,-23.266667
Conopophaga_lineata,2006,,15.5,,-47.446516,-23.833638
Conopophaga_lineata,2005,,21,,-47.452334,-23.920014
Conopophaga_lineata,2016,71,24,5.9,-49.076722,-22.775
Conopophaga_lineata,2006,,22,,-47.475802,-23.851386
Conopophaga_lineata,2017,,23,,-49.398056,-22.530694
Conopophaga_lineata,2005,71,21.5,,-47.684,-23.915
Conopophaga_lineata,2006,,,,-47.449187,-23.854583
Conopophaga_lineata,2017,66,21,7.5,-49.398056,-22.530694
Conopophaga_lineata,2017,71,21,8,-49.398056,-22.530694
Conopophaga_lineata,2016,79,21,,-49.672487,-22.37698
Conopophaga_lineata,2017,,19,,-47.198404,-24.045634
Conopophaga_lineata,2010,71,21,,-48.433333,-23.266667
Conopophaga_lineata,2014,72,47.5,,-47.0125,-23.963889
Conopophaga_lineata,2014,72,19,6.6,-49.398056,-22.530694
Conopophaga_lineata,2006,,20,,-46.02,-23.039
Conopophaga_lineata,2006,,21,,-47.436016,-23.880844
Conopophaga_lineata,2010,70,21.5,,-48.433333,-23.266667
Conopophaga_lineata,2000,74,22.5,8.5,-49.221108,-25.951109
Conopophaga_lineata,2012,,20,,-48.992205,-25.49548
Conopophaga_lineata,2006,70,22,,-48.46,-23.29
Conopophaga_lineata,2006,71,21,,-46.02,-23.039
Conopophaga_lineata,2006,72,62.5,,-47.684,-23.915
Conopophaga_lineata,2006,,21,,-47.684,-23.915
Conopophaga_lineata,2004,,22,,-49.248873,-25.956569
Conopophaga_lineata,2006,,21,,-47.449741,-23.843869
Conopophaga_lineata,2002,69,21,8.5,-42.38333,-22.5
Conopophaga_lineata,2006,,21.5,,-47.460382,-23.851281
Conopophaga_lineata,2014,76,20,7.2,-49.398056,-22.530694
Conopophaga_lineata,2005,,18.5,,-47.449741,-23.843869
Conopophaga_lineata,2006,,22,,-47.460399,-23.88904
Conopophaga_lineata,2006,70,18,,-47.684,-23.915
Conopophaga_lineata,2014,70,21,7,-49.398056,-22.530694
Conopophaga_lineata,2006,,21,,-47.480162,-23.913781
Conopophaga_lineata,2014,72,21,7.2,-49.398056,-22.530694
Conopophaga_lineata,2013,71,22,7.8,-49.076722,-22.775
Conopophaga_lineata,2007,67,18,5.74,-48.054843,-20.091019
Conopophaga_lineata,2006,76,20,,-48.46,-23.29
Conopophaga_lineata,2006,,21.5,,-47.446516,-23.833638
Conopophaga_lineata,2015,69,21,,-51.2525,-23.4425
Conopophaga_lineata,2007,,20.5,,-47.460382,-23.851281
Conopophaga_lineata,2016,68,21,12.1,-34.9532021832,-7.9964573463
Conopophaga_lineata,2005,,19,,-47.446516,-23.833638
Conopophaga_lineata,2015,64,22,8,-49.402289,-22.529975
Conopophaga_lineata,2013,70,9,10.6,-50.6967,-24.1431
Conopophaga_lineata,2005,70,19,,-46.02,-23.039
Conopophaga_lineata,2002,67.8,18,,-48.541493,-25.587558
Conopophaga_lineata,2009,69,21,7.3,-35.144167,-6.741389
Conopophaga_lineata,2014,69,22,6,-49.398056,-22.530694
Conopophaga_lineata,2006,71,22,10.7,-35.139925,-6.741965
Conopophaga_lineata,2005,,19,,-47.452334,-23.920014
Conopophaga_lineata,2001,,23.5,,-48.40777778,-24.278333
Conopophaga_lineata,2006,67,20,,-47.684,-23.915
Conopophaga_lineata,2017,69,21,7.4,-49.398056,-22.530694
Conopophaga_lineata,2007,67,21,6.23,-48.918185,-21.220465
Conopophaga_lineata,2017,68,21,,-48.541493,-25.587558
Conopophaga_lineata,2006,70,19.5,,-46.02,-23.039
Conopophaga_lineata,2017,75,20,6.9,-49.398056,-22.530694
Conopophaga_lineata,2014,72,21,7.7,-49.398056,-22.530694
Conopophaga_lineata,2014,71,22,7.5,-49.398056,-22.530694
Conopophaga_lineata,2017,,23,,-49.398056,-22.530694
Conopophaga_lineata,2014,65,23,7.6,-49.398056,-22.530694
Conopophaga_lineata,2011,68,13,,-47.590125,-23.431942
Conopophaga_lineata,2013,77,22,7,-41.84374722,-20.41793889
Conopophaga_lineata,2006,,21,,-47.460382,-23.851281
Conopophaga_lineata,2017,75,22,7.6,-49.398056,-22.530694
Conopophaga_lineata,2014,73,22,6.9,-49.398056,-22.530694
Conopophaga_lineata,2010,75,20,,-48.433333,-23.266667
Conopophaga_lineata,2017,68,21,7.3,-49.398056,-22.530694
Conopophaga_lineata,2007,74.3,25,5.3,-49.308679,-25.42167
Conopophaga_lineata,2017,75,22,7.7,-49.398056,-22.530694
Conopophaga_lineata,2014,76,49,,-47.012778,-23.964444
Conopophaga_lineata,2012,,19,,-48.992205,-25.49548
Conopophaga_lineata,2010,45,,,-48.433333,-23.266667
Conopophaga_lineata,2014,70,20,7.5,-41.84374722,-20.41793889
Conopophaga_lineata,2010,,32,,-46.016667,-23.033333
Conopophaga_lineata,2008,66,20,5.5,-48.054843,-20.091019
Conopophaga_lineata,2004,67.2,23,,-49.348803,-25.589976
Conopophaga_lineata,2006,,20,,-46.02,-23.039
Conopophaga_lineata,2006,73,21,,-46.02,-23.039
Conopophaga_lineata,2006,,24,,-41.833333,-20.4
Conopophaga_lineata,2017,69,20,7.8,-49.398056,-22.530694
Conopophaga_lineata,2006,,21,,-47.396673,-23.947513
Conopophaga_lineata,2016,70,,,-47.245302,-24.06865
Conopophaga_lineata,2006,,21.5,,-44.583333,-22.366667
Conopophaga_lineata,2016,74,19,,-49.672487,-22.37698
Conopophaga_lineata,2005,74,22,,-47.81,-23.95
Conopophaga_lineata,2012,,20,,-50.6967,-24.1431
Conopophaga_lineata,2014,68,20,,-49.641667,-28.153056
Conopophaga_lineata,2006,77,,,-46.02,-23.039
Conopophaga_lineata,2007,75,19,5.17,-48.054843,-20.091019
Conopophaga_lineata,2006,72,23,,-47.684,-23.915
Conopophaga_lineata,2006,,21.5,,-47.449741,-23.843869
Conopophaga_lineata,2017,,,,-47.245302,-24.06865
Conopophaga_lineata,2009,70,26,11,-35.144167,-6.741389
Conopophaga_lineata,2014,66,22,,-50.6967,-24.1431
Conopophaga_lineata,2015,71,21,7,-49.402289,-22.529975
Conopophaga_lineata,2014,67,21,6.6,-49.398056,-22.530694
Conopophaga_lineata,2012,70,22,5,-48.992205,-25.49548
Conopophaga_lineata,2000,74,25,5.65,-49.221108,-25.951109
Conopophaga_lineata,2005,,21,,-47.449741,-23.843869
Conopophaga_lineata,2014,70,21,8.4,-49.398056,-22.530694
Conopophaga_lineata,2012,70,23,8,-50.6967,-24.1431
Conopophaga_lineata,2016,72,,,-47.198404,-24.045634
Conopophaga_lineata,2006,,22,,-47.471961,-23.867741
Conopophaga_lineata,2016,,,,-47.245302,-24.06865
Conopophaga_lineata,2006,,18,,-47.449741,-23.843869
Conopophaga_lineata,2013,60,23.5,6,-41.74221111,-20.49504444
Conopophaga_lineata,2009,70,24,,-48.433333,-23.266667
Conopophaga_lineata,2016,72,20,7,-49.076722,-22.775
Conopophaga_lineata,2015,71,19,7.5,-41.84374722,-20.41793889
Conopophaga_lineata,2006,,19,,-41.733333,-20.483333
Conopophaga_lineata,2006,,21,,-47.436016,-23.880844
Conopophaga_lineata,2014,70,22,7.6,-49.398056,-22.530694
Conopophaga_lineata,2006,70,20,10.2,-35.139925,-6.741965
Conopophaga_lineata,2006,,22,,-47.446516,-23.833638
Conopophaga_lineata,2002,73,20,9.6,-42.38333,-22.5
Conopophaga_lineata,2001,70,,5.3,-49.221108,-25.951109
Conopophaga_lineata,2006,,21,,-45.982,-23.633
Conopophaga_lineata,2016,72,,,-47.245302,-24.06865
Conopophaga_lineata,2009,75,,5.52,-48.054843,-20.091019
Conopophaga_lineata,2015,70,21,8.3,-41.84374722,-20.41793889
Conopophaga_lineata,2006,67,19,,-47.81,-23.95
Conopophaga_lineata,2010,,,,-48.433333,-23.266667
Conopophaga_lineata,2006,68,22,,-45.982,-23.633
Conopophaga_lineata,2014,73,20,6.6,-49.398056,-22.530694
Conopophaga_lineata,2016,73,22,9.3,-49.076722,-22.775
Conopophaga_lineata,2014,70,24,7,-49.398056,-22.530694
Conopophaga_lineata,2006,,20,,-41.833333,-20.4
Conopophaga_lineata,2006,,19.5,,-47.475802,-23.851386
Conopophaga_lineata,2012,66,28,9.9,-47.505278,-22.569167
Conopophaga_lineata,2014,69,20,7.2,-49.398056,-22.530694
Conopophaga_lineata,2006,,20.3,,-47.480381,-23.876407
Conopophaga_lineata,2005,,21.5,,-47.480162,-23.913781
Conopophaga_lineata,2013,69,54,,-47.0125,-23.963889
Conopophaga_lineata,2017,70,23,7.5,-49.398056,-22.530694
Conopophaga_lineata,2013,70,49,,-47.0125,-23.963889
Conopophaga_lineata,2015,71,20,9.3,-49.402289,-22.529975
Conopophaga_lineata,2006,,19,,-47.475802,-23.851386
Conopophaga_lineata,2005,68,21.5,,-43.787333,-22.370933
Conopophaga_lineata,2001,73,,5.1,-49.221108,-25.951109
Conopophaga_lineata,2016,66,21,,-49.672487,-22.37698
Conopophaga_lineata,2005,71,21,5.8,-43.787333,-22.370933
Conopophaga_lineata,2006,,23,,-47.48322,-23.886254
Conopophaga_lineata,2014,71,23,6.5,-49.398056,-22.530694
Conopophaga_lineata,2014,68,23,7.9,-49.398056,-22.530694
Conopophaga_lineata,2005,,22,,-47.446516,-23.833638
Conopophaga_lineata,2006,,23,,-47.446516,-23.833638
Conopophaga_lineata,2015,72,25,8.3,-49.402289,-22.529975
Conopophaga_lineata,2010,,,,-48.433333,-23.266667
Conopophaga_lineata,2006,,21.5,,-47.446516,-23.833638
Conopophaga_lineata,2005,68,22,,-48.46,-23.29
Conopophaga_lineata,2008,70,21,5.08,-48.054843,-20.091019
Conopophaga_lineata,2017,75,22,7.2,-49.398056,-22.530694
Conopophaga_lineata,2006,,21,,-47.480381,-23.876407
Conopophaga_lineata,2000,70.2,23.5,6.4,-49.221108,-25.951109
Conopophaga_lineata,2006,,20.5,,-46.02,-23.039
Conopophaga_lineata,2011,,,,-46.016667,-23.033333
Conopophaga_lineata,2016,71,22,8.3,-49.076722,-22.775
Conopophaga_lineata,2014,69,20,7.8,-49.398056,-22.530694
Conopophaga_lineata,2005,72,29,,-46.028,-22.977
Conopophaga_lineata,2016,64,22,,-49.672487,-22.37698
Conopophaga_lineata,2005,74,21,,-45.982,-23.633
Conopophaga_lineata,2016,75,24,,-49.672487,-22.37698
Conopophaga_lineata,2005,,20,,-47.446516,-23.833638
Conopophaga_lineata,2017,,,,-47.253177,-24.086093
Conopophaga_lineata,2017,75,20,8.5,-49.398056,-22.530694
Conopophaga_lineata,2014,70,20,6.7,-49.398056,-22.530694
Conopophaga_lineata,2009,,19,6.6,-47.55,-22.416667
Conopophaga_lineata,2006,,23.5,,-47.452334,-23.920014
Conopophaga_lineata,2008,69,24,5.89,-48.054843,-20.091019
Conopophaga_lineata,2017,69,20,6.4,-49.398056,-22.530694
Conopophaga_lineata,2006,,20.5,,-47.475802,-23.851386
Conopophaga_lineata,2005,,20,,-47.453913,-23.907938
Conopophaga_lineata,2011,,23,,-50.6967,-24.1431
Conopophaga_lineata,2016,75,21,,-49.672487,-22.37698
Conopophaga_lineata,2017,70,23,7.5,-49.398056,-22.530694
Conopophaga_lineata,2016,70,22,6.5,-49.076722,-22.775
Conopophaga_lineata,2010,72,,,-46.016667,-23.033333
Conopophaga_lineata,2006,,23.5,,-47.436016,-23.880844
Conopophaga_lineata,2015,,24,,-47.198404,-24.045634
Conopophaga_lineata,2005,71,21,,-48.46,-23.29
Conopophaga_lineata,2007,69.9,,6.55,-49.308679,-25.42167
Conopophaga_lineata,2006,,19.5,,-47.684,-23.915
Conopophaga_lineata,2013,67.3,23,,-54.487792,-25.619635
Conopophaga_lineata,2014,71,22,7,-49.398056,-22.530694
Conopophaga_lineata,2016,74,23,,-49.672487,-22.37698
Conopophaga_lineata,2007,,,,-49.308679,-25.42167
Conopophaga_lineata,1999,69,20,,-51.09,-30.1
Conopophaga_lineata,2006,67,,,-48.46,-23.29
Conopophaga_lineata,2006,,22.5,,-47.480162,-23.913781
Conopophaga_lineata,2003,64.1,22,,-48.541493,-25.587558
Conopophaga_lineata,2014,71,21,7.3,-49.398056,-22.530694
Conopophaga_lineata,2014,72,22,7.6,-49.398056,-22.530694
Conopophaga_lineata,2006,73,20,,-46.399266,-23.833688
Conopophaga_lineata,2005,70,22,,-47.81,-23.95
Conopophaga_lineata,2014,69,21,6.8,-49.398056,-22.530694
Conopophaga_lineata,2006,72,21.5,,-46.02,-23.039
Conopophaga_lineata,2014,69,21,6,-49.398056,-22.530694
Conopophaga_lineata,2006,,24,,-41.733333,-20.483333
Conopophaga_lineata,2009,,18,10.7,-47.55,-22.416667
Conopophaga_lineata,2006,,23,,-47.449741,-23.843869
Conopophaga_lineata,2010,70,24,13.8,-50.6973,-24.1445
Conopophaga_lineata,2017,72,20,6.7,-49.398056,-22.530694
Conopophaga_lineata,2013,70,27,11,-50.6967,-24.1431
Conopophaga_lineata,2005,,20,,-47.453913,-23.907938
Conopophaga_lineata,2012,69.3,23,6.6,-48.992205,-25.49548
Conopophaga_lineata,2006,70,22,,-48.46,-23.29
Conopophaga_lineata,2006,73,22.5,,-45.982,-23.633
Conopophaga_lineata,2006,73,20,,-46.02,-23.039
Conopophaga_lineata,2006,,22,,-47.449187,-23.854583
Conopophaga_lineata,2015,,20,,-47.253177,-24.086093
Conopophaga_lineata,2006,,22,,-47.480162,-23.913781
Conopophaga_lineata,2012,67,22.5,7,-41.74221111,-20.49504444
Conopophaga_lineata,2014,69,21,8.2,-49.398056,-22.530694
Conopophaga_lineata,2012,71,21,5.3,-48.992205,-25.49548
Conopophaga_lineata,2006,,21,,-47.480162,-23.913781
Conopophaga_lineata,2016,69,21,,-49.672487,-22.37698
Conopophaga_lineata,2005,,18,,-45.982,-23.633
Conopophaga_lineata,2014,76,20,6.8,-49.398056,-22.530694
Conopophaga_lineata,2006,69,21,9.1,-35.139925,-6.741965
Conopophaga_lineata,2006,,21,,-47.471961,-23.867741
Conopophaga_lineata,2001,,20,6.7,-48.40777778,-24.278333
Conopophaga_lineata,2006,70,19.5,6,-41.919983,-21.878417
Conopophaga_lineata,2006,,20,,-47.490814,-23.873765
Conopophaga_lineata,2006,83,19.5,5.8,-41.919983,-21.878417
Conopophaga_lineata,2005,70,21,,-48.46,-23.29
Conopophaga_lineata,2012,73,14,10,-47.505278,-22.569167
Conopophaga_lineata,2005,69,20,,-46.02,-23.039
Conopophaga_lineata,2006,,18.5,,-47.422488,-23.857596
Conopophaga_lineata,2006,,22,,-47.480381,-23.876407
Conopophaga_lineata,2007,62,24,10.7,-35.884722,-9.216667
Conopophaga_lineata,2006,,21.5,,-47.471961,-23.867741
Conopophaga_lineata,2014,71,20,6.9,-49.398056,-22.530694
Conopophaga_lineata,2016,73,21,,-49.672487,-22.37698
Conopophaga_lineata,2014,68,20,6.4,-49.398056,-22.530694
Conopophaga_lineata,2017,72,23,7.5,-49.398056,-22.530694
Conopophaga_lineata,2006,70,20,,-47.81,-23.95
Conopophaga_lineata,2005,,,,-47.449741,-23.843869
Conopophaga_lineata,2005,,14,,-47.449741,-23.843869
Conopophaga_lineata,2006,,23,,-47.396673,-23.947513
Conopophaga_lineata,2006,,24,,-47.446516,-23.833638
Conopophaga_lineata,2016,75,24,7.2,-49.076722,-22.775
Conopophaga_lineata,2016,58,,,-47.253177,-24.086093
Conopophaga_lineata,2013,71,23,5.8,-41.74221111,-20.49504444
Conopophaga_lineata,2017,71,18,8.2,-49.398056,-22.530694
Conopophaga_lineata,2017,69,20,7.7,-49.398056,-22.530694
Conopophaga_lineata,2009,69,22,7.9,-35.144167,-6.741389
Conopophaga_lineata,2015,72,22,8.4,-49.402289,-22.529975
Conopophaga_lineata,2010,,,,-48.433333,-23.266667
Conopophaga_lineata,2009,,21.5,12.3,-47.55,-22.416667
Conopophaga_lineata,2006,,21,,-47.449187,-23.854583
Conopophaga_lineata,2011,70,20,10.5,-50.6967,-24.1431
Conopophaga_lineata,2010,73,,,-48.433333,-23.266667
Conopophaga_lineata,2016,71,23,,-49.672487,-22.37698
Conopophaga_lineata,2017,70,22,7.7,-49.398056,-22.530694
Conopophaga_lineata,2016,69,23,7.1,-49.076722,-22.775
Conopophaga_lineata,2014,75,21,8.9,-41.84374722,-20.41793889
Conopophaga_lineata,2006,75,20.5,,-46.02,-23.039
Conopophaga_lineata,2017,69,20,3.1,-41.84374722,-20.41793889
Conopophaga_lineata,2006,70,22.5,,-47.684,-23.915
Conopophaga_lineata,2014,70,20,8.3,-41.82306667,-20.49502778
Conopophaga_lineata,2007,64,22,11,-35.884722,-9.216667
Conopophaga_lineata,2014,71,21,7.2,-49.398056,-22.530694
Conopophaga_lineata,2006,,,,-47.449741,-23.843869
Conopophaga_lineata,2010,,21,,-46.016667,-23.033333
Conopophaga_lineata,2005,,21.5,,-47.449741,-23.843869
Conopophaga_lineata,2006,,22.5,,-47.471961,-23.867741
Conopophaga_lineata,2017,85,22,9,-49.398056,-22.530694
Conopophaga_lineata,2014,75,22,7.2,-49.398056,-22.530694
Conopophaga_lineata,2012,77,23,7,-41.84374722,-20.41793889
Conopophaga_lineata,2017,70,23,7,-49.398056,-22.530694
Conopophaga_lineata,2006,73,20.5,,-46.02,-23.039
Conopophaga_lineata,2017,70,22,6.3,-49.398056,-22.530694
Conopophaga_lineata,2006,,21,,-47.460382,-23.851281
Conopophaga_lineata,2017,,,,-47.245302,-24.06865
Conopophaga_lineata,2005,,22,,-47.480381,-23.876407
Conopophaga_lineata,2010,,22,,-48.433333,-23.266667
Conopophaga_lineata,2014,68,24,7.2,-49.398056,-22.530694
Conopophaga_lineata,2006,73,20,,-48.46,-23.29
Conopophaga_lineata,2006,,20,,-47.480381,-23.876407
Conopophaga_lineata,2006,,20,,-47.446516,-23.833638
Conopophaga_lineata,2017,71,19,7.5,-49.398056,-22.530694
Conopophaga_lineata,2016,70,20,7.4,-49.076722,-22.775
Conopophaga_lineata,2006,,19.5,,-47.453913,-23.907938
Conopophaga_lineata,2014,70,21,7.6,-49.398056,-22.530694
Conopophaga_lineata,2017,65,21,8,-49.398056,-22.530694
Conopophaga_lineata,2015,72,22,,-49.636667,-28.160833
Conopophaga_lineata,2007,69.7,,5.6,-49.285917,-25.406312
Conopophaga_lineata,2016,66,23,8.7,-49.076722,-22.775
Conopophaga_lineata,2015,71,23,7.7,-49.402289,-22.529975
Conopophaga_lineata,2014,60,19,7.1,-41.74221111,-20.49504444
Conopophaga_lineata,2005,,21.5,,-47.475802,-23.851386
Conopophaga_lineata,2006,,23,,-47.436016,-23.880844
Conopophaga_lineata,2009,75,14,8.3,-35.144167,-6.741389
Conopophaga_lineata,2015,75,24,6.6,-49.402289,-22.529975
Conopophaga_lineata,2008,68,20,6.01,-48.054843,-20.091019
Conopophaga_lineata,2006,,23,,-47.490814,-23.873765
Conopophaga_lineata,2015,73,21,7.7,-49.402289,-22.529975
Conopophaga_lineata,2017,70,25,4.1,-49.398056,-22.530694
Conopophaga_lineata,2006,,14.5,,-47.446516,-23.833638
Conopophaga_lineata,2007,68.3,,5.2,-49.308679,-25.42167
Conopophaga_lineata,2011,69,22,9,-50.6967,-24.1431
Conopophaga_lineata,2014,69,19,6,-49.398056,-22.530694
Conopophaga_lineata,2017,66,23,8.5,-49.398056,-22.530694
Conopophaga_lineata,2006,,22,,-47.480381,-23.876407
Conopophaga_lineata,2005,71,21.5,,-47.684,-23.915
Conopophaga_lineata,2005,,20,,-47.480162,-23.913781
Conopophaga_lineata,2006,,21,,-47.460399,-23.88904
Conopophaga_lineata,2015,74,16,,-49.618889,-28.1525
Conopophaga_lineata,2005,73,22.5,,-46.028,-22.977
Conopophaga_lineata,2014,72,20,6.2,-49.398056,-22.530694
