Binomial,Year,cwl,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Tangara_cayana,2013,,,-35.144167,-6.741389
Tangara_cayana,2010,,,-35.144167,-6.741389
Tangara_cayana,2013,,,-35.18,-5.92
Tangara_cayana,2012,74,,-35.18,-5.92
Ramphocelus_bresilius,2006,79,7.5,-41.662676,-22.2781
Ramphocelus_bresilius,2007,,,-44.683333,-20.6
Ramphocelus_bresilius,2013,76.8,,-40.423752,-20.595417
Ramphocelus_bresilius,2001,79,6.5,-44.193483,-23.182683
Ramphocelus_bresilius,2000,77,7.6,-42.874163,-22.961388
Ramphocelus_bresilius,1997,,,-48.422847,-25.356797
Ramphocelus_bresilius,1999,84,,-40.970231,-21.232122
Ramphocelus_bresilius,2010,77.2,,-40.412528,-20.579222
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2001,80,7.1,-44.193483,-23.182683
Ramphocelus_bresilius,2015,82,,-46.305028,-23.883583
Ramphocelus_bresilius,2008,86,13,-36.655833,-10.4
Ramphocelus_bresilius,2001,80,7.8,-44.193483,-23.182683
Ramphocelus_bresilius,2010,78,7.8,-42.807354,-22.660477
Ramphocelus_bresilius,2009,81,7.5,-41.662676,-22.2781
Ramphocelus_bresilius,1997,83.6,,-48.422847,-25.356797
Ramphocelus_bresilius,2017,78.2,,-48.67189,-25.311564
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2007,,,-44.083333,-22.65
Ramphocelus_bresilius,2007,,,-44.083333,-22.65
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2000,82,,-42.874163,-22.961388
Ramphocelus_bresilius,2015,77,,-46.340917,-23.855861
Ramphocelus_bresilius,2001,78,6.9,-44.193483,-23.182683
Ramphocelus_bresilius,2012,76,,-40.423528,-20.592528
Ramphocelus_bresilius,2000,83,7.4,-42.874163,-22.961388
Ramphocelus_bresilius,2015,80,,-46.340917,-23.855861
Ramphocelus_bresilius,2009,72,10.2,-34.973484,-6.550309
Ramphocelus_bresilius,2001,,7,-44.193483,-23.182683
Ramphocelus_bresilius,2010,77,,-40.416611,-20.589722
Ramphocelus_bresilius,1999,80,,-40.970231,-21.232122
Ramphocelus_bresilius,2010,81.6,,-40.415752,-20.586806
Ramphocelus_bresilius,1997,87.2,,-48.422847,-25.356797
Ramphocelus_bresilius,1998,81.1,,-48.422847,-25.356797
Ramphocelus_bresilius,2016,,,-41.931636,-22.804856
Ramphocelus_bresilius,2009,76,,-41.662676,-22.2781
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2010,80,,-40.412861,-20.578417
Ramphocelus_bresilius,2012,83,8.4,-42.033417,-22.424508
Ramphocelus_bresilius,2010,79.5,,-40.420636,-20.592037
Ramphocelus_bresilius,2000,81,7.6,-42.874163,-22.961388
Ramphocelus_bresilius,1997,82,,-48.422847,-25.356797
Ramphocelus_bresilius,2015,79,,-46.340917,-23.855861
Ramphocelus_bresilius,2009,,,-40.423194,-20.595667
Ramphocelus_bresilius,2008,68,11,-34.973484,-6.550309
Ramphocelus_bresilius,2010,78.8,,-40.412861,-20.578417
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,1995,75,,-42.246111,-22.580503
Ramphocelus_bresilius,1999,78,,-39.1028,-16.65549
Ramphocelus_bresilius,2001,81,7.1,-44.193483,-23.182683
Ramphocelus_bresilius,2010,71,11.04,-39.17563056,-13.78475278
Ramphocelus_bresilius,2001,80,7,-44.193483,-23.182683
Ramphocelus_bresilius,2010,79.5,,-40.425164,-20.603475
Ramphocelus_bresilius,2015,80,,-46.233611,-23.956417
Ramphocelus_bresilius,2002,,11.7,-47.931944,-25.096389
Ramphocelus_bresilius,2011,75.4,,-40.411778,-20.576694
Ramphocelus_bresilius,2015,77,,-46.340917,-23.855861
Ramphocelus_bresilius,2010,79.9,,-40.412528,-20.579222
Ramphocelus_bresilius,1996,81,8.9,-44.204194,-23.183073
Ramphocelus_bresilius,2011,,,-40.4114,-20.575
Ramphocelus_bresilius,2002,,12,-47.931944,-25.096389
Ramphocelus_bresilius,2009,83,7.8,-41.662676,-22.2781
Ramphocelus_bresilius,2011,82.6,,-40.418083,-20.584306
Ramphocelus_bresilius,2011,73.9,,-40.411778,-20.576694
Ramphocelus_bresilius,2013,76.2,,-40.415583,-20.587667
Ramphocelus_bresilius,2011,78.5,,-40.410056,-20.573861
Ramphocelus_bresilius,2011,74.6,,-40.410056,-20.573861
Ramphocelus_bresilius,2010,77.2,,-40.412861,-20.578417
Ramphocelus_bresilius,1997,,,-48.422847,-25.356797
Ramphocelus_bresilius,2010,80.6,,-40.416611,-20.589722
Ramphocelus_bresilius,2010,74.3,,-40.412528,-20.579222
Ramphocelus_bresilius,2010,76.6,,-40.416611,-20.588944
Ramphocelus_bresilius,2013,80,7.8,-42.292397,-22.937641
Ramphocelus_bresilius,2013,78,11.35,-39.28188889,-13.85077778
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2001,85,6.6,-44.193483,-23.182683
Ramphocelus_bresilius,1996,72,,-44.191562,-23.188225
Ramphocelus_bresilius,2000,81,7.4,-42.874163,-22.961388
Ramphocelus_bresilius,2011,77,,-40.411778,-20.576694
Ramphocelus_bresilius,2001,79,8.2,-44.193483,-23.182683
Ramphocelus_bresilius,2001,85,6.8,-44.193483,-23.182683
Ramphocelus_bresilius,1995,78,,-42.246111,-22.580503
Ramphocelus_bresilius,2010,81,,-40.412861,-20.578417
Ramphocelus_bresilius,2015,82,,-46.340917,-23.855861
Ramphocelus_bresilius,1999,78.5,,-48.422847,-25.356797
Ramphocelus_bresilius,2010,83,,-40.412528,-20.579222
Ramphocelus_bresilius,2004,,,-42.193194,-22.848914
Ramphocelus_bresilius,2017,84,,-42.611924,-22.933574
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2013,72.6,,-40.423639,-20.596806
Ramphocelus_bresilius,1997,82.8,,-48.422847,-25.356797
Ramphocelus_bresilius,2010,83,,-40.415556,-20.587667
Ramphocelus_bresilius,1997,82,,-48.422847,-25.356797
Ramphocelus_bresilius,2013,76,12.06,-39.28188889,-13.85077778
Ramphocelus_bresilius,2009,79.7,,-40.423194,-20.595667
Ramphocelus_bresilius,2016,,,-41.931636,-22.804856
Ramphocelus_bresilius,2001,,7.4,-44.193483,-23.182683
Ramphocelus_bresilius,2010,83.4,,-40.416861,-20.588917
Ramphocelus_bresilius,2013,79,11.45,-39.28188889,-13.85077778
Ramphocelus_bresilius,2010,81.4,,-40.423194,-20.595667
Ramphocelus_bresilius,2016,81,8,-42.292397,-22.937641
Ramphocelus_bresilius,2011,78.2,,-40.411222,-20.575917
Ramphocelus_bresilius,2007,,,-44.083333,-22.65
Ramphocelus_bresilius,2011,81,,-40.411222,-20.575917
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2010,76.1,,-40.412861,-20.578417
Ramphocelus_bresilius,2001,83,6.5,-44.193483,-23.182683
Ramphocelus_bresilius,2001,80,6.9,-44.193483,-23.182683
Ramphocelus_bresilius,2010,73,,-40.412528,-20.579222
Ramphocelus_bresilius,2013,82,,-39.28188889,-13.85077778
Ramphocelus_bresilius,2001,80,,-44.193483,-23.182683
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2010,78.8,,-40.420636,-20.592037
Ramphocelus_bresilius,2010,78.5,,-40.420636,-20.592037
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,2017,83.25,,-48.67189,-25.311564
Ramphocelus_bresilius,2004,,,-42.1964,-22.85394
Ramphocelus_bresilius,1997,82.3,,-48.422847,-25.356797
Ramphocelus_bresilius,2010,77.9,,-40.425164,-20.603475
Ramphocelus_bresilius,2012,,,-40.423194,-20.595667
Ramphocelus_bresilius,2009,80.4,,-40.423194,-20.595667
Ramphocelus_bresilius,2010,84,11.81,-39.17563056,-13.78475278
Ramphocelus_bresilius,2011,86,,-42.292397,-22.937641
Ramphocelus_bresilius,2001,83,6.7,-44.193483,-23.182683
Ramphocelus_bresilius,2017,80.5,,-48.67189,-25.311564
Ramphocelus_bresilius,2001,78,6.5,-44.193483,-23.182683
Ramphocelus_bresilius,2000,79,7.2,-42.874163,-22.961388
Ramphocelus_bresilius,2001,82,7,-44.193483,-23.182683
Ramphocelus_bresilius,1997,85.1,,-48.422847,-25.356797
Tangara_palmarum,2014,,,-35.18,-5.92
Tangara_palmarum,2016,,,-43.4711,-20
Tangara_palmarum,1999,96.56,9.16,-35.369722,-7.595278
Tangara_palmarum,2010,97,10.8,-34.973484,-6.550309
Tangara_palmarum,2013,,,-35.18,-5.92
Tangara_palmarum,2010,,,-43.4714,-20.0003
Tangara_palmarum,2001,94.82,10.26,-34.906861,-7.798278
Tangara_palmarum,2008,68,8.39,-38.40218333,-12.93158889
Tangara_palmarum,2007,96,9.2,-49.066667,-26.9
Tangara_palmarum,2010,,,-43.4714,-20.0003
Tangara_palmarum,2013,,,-35.18,-5.92
Tangara_palmarum,2009,95,10,-34.973484,-6.550309
Tangara_palmarum,2013,96.5,,-44.4397,-19.8653
Tangara_palmarum,2013,100,10,-49.066667,-26.9
Tangara_palmarum,1999,102,10.9,-49.066667,-26.9
Tangara_palmarum,2012,,,-35.18,-5.92
Tangara_palmarum,2012,,,-35.144167,-6.741389
Tangara_palmarum,2009,96.5,11.8,-34.973484,-6.550309
Tangara_palmarum,2010,,,-43.4711,-19.9994
Tangara_palmarum,2009,96,11,-49.066667,-26.9
Tangara_palmarum,2013,,,-35.18,-5.92
Tangara_palmarum,2010,,,-43.4711,-19.9994
Tangara_palmarum,2012,,,-35.18,-5.92
Tangara_palmarum,2012,,,-35.144167,-6.741389
Tangara_palmarum,2011,,,-35.18,-5.92
Tangara_palmarum,2000,96.62,9.15,-35.864361,-8.98225
Tangara_palmarum,2000,92.21,9.19,-35.864361,-8.98225
Tangara_palmarum,2014,,,-35.18,-5.92
Tangara_palmarum,2016,,,-43.4711,-20
Tangara_palmarum,2000,94.28,10.71,-35.864361,-8.98225
Tangara_palmarum,2012,,,-43.4711,-20
Tangara_palmarum,2001,102,12.7,-49.066667,-26.9
Tangara_palmarum,2000,96.22,9.4,-35.864361,-8.98225
Tangara_palmarum,2010,45,13.6,-35.746496,-6.968757
Tangara_palmarum,2016,,,-43.4711,-20
Tangara_palmarum,2010,97,10,-35.746496,-6.968757
Drymophila_ferruginea,2010,,,-42.8764,-21.9108
Drymophila_ferruginea,2006,,,-41.003333,-20.4
Drymophila_ferruginea,1991,51.46,4.2,-42.88,-22.4
Drymophila_ferruginea,2010,,,-46.016667,-23.033333
Drymophila_ferruginea,1991,53.61,4.01,-42.0167,-21.95
Drymophila_ferruginea,2005,53.68,3.63,-43.45,-19.9833
Drymophila_ferruginea,1991,49.79,3.9,-42.0167,-21.95
Drymophila_ferruginea,2011,,,-43.4722,-19.9958
Drymophila_ferruginea,1991,57.97,4.29,-39.1167,-13.95
Drymophila_ferruginea,1991,54.78,4.08,-42.0167,-21.95
Drymophila_ferruginea,2005,47.92,3.79,-50.9833,-21.4333
Drymophila_ferruginea,2010,47.5,,-46.016667,-23.033333
Drymophila_ferruginea,2017,46.7,,-48.67189,-25.311564
Drymophila_ferruginea,1991,53.99,3.96,-39.1167,-13.95
Drymophila_ferruginea,2010,,,-43.425,-18.8986
Drymophila_ferruginea,2010,,,-42.8764,-21.9108
Drymophila_ferruginea,2003,49.75,3.91,-43.45,-19.9833
Drymophila_ferruginea,1990,52.94,4.14,-42.3664,-21.1306
Drymophila_ferruginea,2010,,,-46.016667,-23.033333
Drymophila_ferruginea,2014,60,5.4,-44.188799,-23.154769
Drymophila_ferruginea,2010,,,-46.016667,-23.033333
Drymophila_ferruginea,2017,45.2,,-48.67189,-25.311564
Drymophila_ferruginea,1992,51.59,3.88,-48.5747,-25.8828
Drymophila_ferruginea,2004,48.95,3.69,-43.45,-19.9833
Drymophila_ferruginea,2009,54,8.8,-49.25,-27.116667
Drymophila_ferruginea,1993,47.72,3.72,-48.55,-27.1667
Drymophila_ferruginea,2003,52.1,,-43.45,-19.9833
Drymophila_ferruginea,1992,53.74,3.97,-48.5747,-25.8828
Drymophila_ferruginea,1991,51.5,4.13,-49.2085,-24.7018
Drymophila_ferruginea,1991,54.3,3.92,-39.1167,-13.95
Drymophila_ferruginea,1992,51.64,4.11,-48.5747,-25.8828
Drymophila_ferruginea,1991,51.44,3.87,-49.2085,-24.7018
Drymophila_ferruginea,2009,54,7.4,-49.35,-27.383333
Drymophila_ferruginea,2010,52,,-46.016667,-23.033333
Drymophila_ferruginea,1991,51.19,3.95,-39.1167,-13.95
Drymophila_ferruginea,2017,47.5,,-48.67189,-25.311564
Drymophila_ferruginea,1992,52.25,4.55,-48.5747,-25.8828
Drymophila_ferruginea,2008,,,-43.4989,-20.0183
Drymophila_ferruginea,2001,50.25,3.88,-40.45,-19.75
Drymophila_ferruginea,1991,56.41,3.86,-39.1167,-13.95
Drymophila_ferruginea,2002,95.2,,-44.850694,-23.358056
Drymophila_ferruginea,2008,,,-43.4381,-20.2067
Drymophila_ferruginea,1995,56.18,4.23,-44.1,-22.9833
Drymophila_ferruginea,2005,52.25,4.09,-50.9833,-21.4333
Drymophila_ferruginea,1991,52.92,4.46,-39.1167,-13.95
Drymophila_ferruginea,2007,,,-43.45,-19.9667
Myiobius_barbatus,2016,62.55,,-48.650869,-25.286414
Myiobius_barbatus,2006,,,-47.452334,-23.920014
Myiobius_barbatus,2000,,,-48.416666,-24.316666
Myiobius_barbatus,2004,58.4,,-48.541493,-25.587558
Myiobius_barbatus,2010,,,-43.8142,-20.1528
Myiobius_barbatus,2004,65,5.5,-42.918417,-22.481667
Myiobius_barbatus,2003,64,,-48.541493,-25.587558
Myiobius_barbatus,2002,65.6,,-44.850694,-23.358056
Myiobius_barbatus,1999,63.97,7.68,-35.505556,-7.588889
Myiobius_barbatus,2017,,,-47.253177,-24.086093
Myiobius_barbatus,2017,60,,-47.245302,-24.06865
Myiobius_barbatus,2008,64.1,,-48.541493,-25.587558
Myiobius_barbatus,2005,,,-47.396673,-23.947513
Myiobius_barbatus,2016,66.3,,-48.656101,-25.279147
Myiobius_barbatus,2007,,,-47.410015,-23.951935
Myiobius_barbatus,2013,,,-40.6822,-20.3344
Myiobius_barbatus,2007,,,-47.410015,-23.951935
Myiobius_barbatus,2002,62.32,8.88,-35.050111,-8.239361
Myiobius_barbatus,2002,55,,-48.541493,-25.587558
Myiobius_barbatus,1999,62.83,8.68,-35.505556,-7.588889
Myiobius_barbatus,2002,61.26,8.57,-35.050111,-8.239361
Myiobius_barbatus,2001,,,-48.416666,-24.316666
Myiobius_barbatus,2016,66.5,,-48.656101,-25.279147
Myiobius_barbatus,2007,65.1,,-48.541493,-25.587558
Myiobius_barbatus,2016,59.45,,-48.681405,-25.29377
Myiobius_barbatus,2013,,,-40.6822,-20.3344
Myiobius_barbatus,1995,62,,-42.304444,-22.544028
Myiobius_barbatus,2011,55,5.84,-39.47375,-12.86025
Myiobius_barbatus,2007,65.8,,-48.541493,-25.587558
Myiobius_barbatus,2001,66.2,,-48.541493,-25.587558
Myiobius_barbatus,2007,64.6,,-34.957101,-6.991604
Myiobius_barbatus,2015,66,,-46.509514,-23.977439
Myiobius_barbatus,2005,58,,-48.541493,-25.587558
Myiobius_barbatus,2000,,6.4,-48.416666,-24.316666
Myiobius_barbatus,2004,66.9,,-48.541493,-25.587558
Myiobius_barbatus,1999,61.64,8.84,-35.505556,-7.588889
Myiobius_barbatus,2006,56.8,,-48.541493,-25.587558
Myiobius_barbatus,2000,,6.5,-48.416666,-24.316666
Myiobius_barbatus,1999,64.21,8.06,-35.505556,-7.588889
Myiobius_barbatus,1999,58.31,8.09,-35.369722,-7.595278
Myiobius_barbatus,2002,52.9,,-48.541493,-25.587558
Myiobius_barbatus,2001,,6,-48.416666,-24.316666
Myiobius_barbatus,2000,,6,-48.416666,-24.316666
Myiobius_barbatus,2000,,6.6,-48.416666,-24.316666
Myiobius_barbatus,2016,63,,-48.656101,-25.279147
Myiobius_barbatus,2007,58.6,,-34.957101,-6.991604
Myiobius_barbatus,2016,65,,-48.681405,-25.29377
Myiobius_barbatus,2006,,,-42.575483,-22.417983
Myiobius_barbatus,2005,58.1,,-48.541493,-25.587558
Myiobius_barbatus,2006,,,-47.452334,-23.920014
Machaeropterus_regulus,2017,53.64,5.53,-39.14374,-15.209971
Machaeropterus_regulus,2008,52,,-39.500511,-15.314456
Machaeropterus_regulus,2008,47,,-39.500511,-15.314456
Machaeropterus_regulus,2008,53,,-39.500511,-15.314456
Machaeropterus_regulus,2010,55,,-39.500511,-15.314456
Machaeropterus_regulus,2017,50.4,5.61,-39.089116,-15.258441
Machaeropterus_regulus,2017,51.58,7.25,-39.123508,-15.128903
Machaeropterus_regulus,2009,50,,-39.500511,-15.314456
Machaeropterus_regulus,2011,,,-39.2211,-14.6533
Machaeropterus_regulus,2009,50,,-39.671433,-14.032333
Machaeropterus_regulus,2017,50.53,9.18,-39.243959,-15.818562
Machaeropterus_regulus,2008,52,,-39.500511,-15.314456
Machaeropterus_regulus,2010,,,-39.500511,-15.314456
Machaeropterus_regulus,2009,53,,-39.500511,-15.314456
Machaeropterus_regulus,2008,52,,-39.671433,-14.032333
Machaeropterus_regulus,2009,57,,-39.500511,-15.314456
Machaeropterus_regulus,2010,54,,-39.500511,-15.314456
Machaeropterus_regulus,2009,53,,-39.671433,-14.032333
Machaeropterus_regulus,2014,,4.98,-39.28188889,-13.85077778
Machaeropterus_regulus,2011,,5.35,-39.47375,-12.86025
Machaeropterus_regulus,2008,54,,-38.79888,-12.55468
Machaeropterus_regulus,2008,54,,-38.79888,-12.55468
Machaeropterus_regulus,2010,53,,-39.500511,-15.314456
Machaeropterus_regulus,2011,51,5.2,-42.033417,-22.424508
Machaeropterus_regulus,2017,51.94,7.33,-39.123508,-15.128903
Machaeropterus_regulus,2014,,4.25,-39.28388889,-13.83805556
Machaeropterus_regulus,2013,,4.71,-39.45902778,-13.89791667
Machaeropterus_regulus,2008,52,,-38.79888,-12.55468
Machaeropterus_regulus,2009,52,,-39.671433,-14.032333
Machaeropterus_regulus,2008,56,,-39.500511,-15.314456
Machaeropterus_regulus,2013,,5.4,-39.45902778,-13.89791667
Machaeropterus_regulus,2014,,4.14,-39.28388889,-13.83805556
Machaeropterus_regulus,2008,51,,-39.500511,-15.314456
Machaeropterus_regulus,2009,54,,-39.500511,-15.314456
Machaeropterus_regulus,2008,53,,-38.79888,-12.55468
Machaeropterus_regulus,2014,,4.28,-39.44851111,-13.89180556
Machaeropterus_regulus,2012,,6.88,-39.44851111,-13.89180556
Machaeropterus_regulus,2008,51,,-39.671433,-14.032333
Machaeropterus_regulus,2014,,4.5,-39.28388889,-13.83805556
Machaeropterus_regulus,2009,54,,-39.500511,-15.314456
Machaeropterus_regulus,2008,52,,-38.79888,-12.55468
Machaeropterus_regulus,2013,,5.95,-39.45902778,-13.89791667
Machaeropterus_regulus,2010,55,,-39.500511,-15.314456
Machaeropterus_regulus,2013,,5.61,-39.45902778,-13.89791667
Volatinia_jacarina,2006,55,,-47.684,-23.915
Volatinia_jacarina,2008,51,5.2,-41.662676,-22.2781
Volatinia_jacarina,2010,51.6,,-40.413694,-20.580639
Volatinia_jacarina,2010,,,-40.412861,-20.578417
Volatinia_jacarina,2009,,,-43.9369,-20.29
Volatinia_jacarina,2010,46.5,,-40.423528,-20.592528
Volatinia_jacarina,2010,53.8,,-44.4136,-19.8808
Volatinia_jacarina,2009,49.5,,-48.433333,-23.266667
Volatinia_jacarina,2010,,,-48.433333,-23.266667
Volatinia_jacarina,2004,50.8,,-49.356283,-25.583954
Volatinia_jacarina,2010,51,,-40.413694,-20.580639
Volatinia_jacarina,2012,,,-35.18,-5.92
Volatinia_jacarina,2011,51,,-40.417444,-20.583694
Volatinia_jacarina,2010,,,-48.433333,-23.266667
Volatinia_jacarina,2010,53,6.7,-54.198213,-23.037761
Volatinia_jacarina,2010,49,6.4,-54.198213,-23.037761
Volatinia_jacarina,2010,48.5,,-40.416861,-20.588917
Volatinia_jacarina,2011,48.5,,-40.419778,-20.581417
Volatinia_jacarina,2013,50,,-35.126,-6.700556
Volatinia_jacarina,2009,,,-40.421322,-20.415332
Volatinia_jacarina,2010,,,-40.413694,-20.580639
Volatinia_jacarina,2010,49.8,,-40.416861,-20.588917
Volatinia_jacarina,2011,51.1,,-40.419667,-20.582222
Volatinia_jacarina,2009,,,-40.423194,-20.595667
Volatinia_jacarina,2009,50.5,,-40.423528,-20.592528
Volatinia_jacarina,2010,47.8,,-40.413694,-20.580639
Volatinia_jacarina,2010,,,-40.413694,-20.580639
Volatinia_jacarina,2011,43.9,,-40.419778,-20.581417
Volatinia_jacarina,2010,49.8,,-40.413694,-20.580639
Volatinia_jacarina,2010,53,,-48.433333,-23.266667
Volatinia_jacarina,2015,,,-43.4189,-18.9542
Volatinia_jacarina,2010,55,,-48.433333,-23.266667
Volatinia_jacarina,2011,45.6,,-40.419667,-20.582222
Volatinia_jacarina,2013,,,-35.18,-5.92
Volatinia_jacarina,2010,49.1,,-40.416861,-20.588917
Volatinia_jacarina,2017,45,7.2,-47.409444,-23.2475
Volatinia_jacarina,2010,51.7,,-40.413694,-20.580639
Volatinia_jacarina,2002,51.4,,-49.348803,-25.589976
Volatinia_jacarina,2011,,,-47.543972,-22.396028
Volatinia_jacarina,2014,52,7,-49.398056,-22.530694
Volatinia_jacarina,2011,50.5,,-40.270389,-20.219278
Volatinia_jacarina,1996,51.24,6.48,-34.901833,-7.82675
Volatinia_jacarina,2010,,,-48.433333,-23.266667
Volatinia_jacarina,2011,49.7,,-40.417752,-20.582333
Volatinia_jacarina,2011,45.1,,-40.419778,-20.581417
Volatinia_jacarina,2010,49,,-48.433333,-23.266667
Volatinia_jacarina,2009,,,-40.421322,-20.415332
Volatinia_jacarina,2011,48.3,,-40.410222,-20.574222
Volatinia_jacarina,2011,44.7,,-40.417444,-20.583694
Volatinia_jacarina,2015,50,,-47.86277,-21.16583
Volatinia_jacarina,2011,50.5,,-40.410056,-20.573861
Volatinia_jacarina,2010,50,,-48.433333,-23.266667
Volatinia_jacarina,2011,46.2,,-40.410222,-20.574222
Volatinia_jacarina,2004,51,,-49.356283,-25.583954
Volatinia_jacarina,2016,,,-43.4711,-20
Volatinia_jacarina,2011,49.9,,-40.418639,-20.583944
Volatinia_jacarina,2011,44.9,,-40.419778,-20.581417
Volatinia_jacarina,2016,,,-43.4711,-20
Volatinia_jacarina,2002,52,,-49.348803,-25.589976
Volatinia_jacarina,2010,,,-40.424667,-20.592556
Volatinia_jacarina,2010,52,,-48.433333,-23.266667
Volatinia_jacarina,2004,53,,-49.348803,-25.589976
Volatinia_jacarina,2011,52,,-40.418083,-20.584306
Volatinia_jacarina,2011,48.3,,-40.419778,-20.581417
Volatinia_jacarina,1999,62,,-41.031983,-21.735533
Volatinia_jacarina,2010,55,,-48.433333,-23.266667
Volatinia_jacarina,2010,53,7.45,-54.241637,-23.058797
Volatinia_jacarina,2011,,,-35.18,-5.92
Volatinia_jacarina,2006,,,-47.446516,-23.833638
Volatinia_jacarina,2002,50.1,,-49.348803,-25.589976
Volatinia_jacarina,2009,51,6.2,-54.22153,-23.895054
Volatinia_jacarina,2010,,,-48.433333,-23.266667
Volatinia_jacarina,2012,48,,-40.423528,-20.592528
Volatinia_jacarina,2010,50,,-48.433333,-23.266667
Volatinia_jacarina,2010,48,6.9,-54.198213,-23.037761
Volatinia_jacarina,2011,51.5,,-40.417252,-20.58175
Volatinia_jacarina,1999,48,,-40.4325,-20.629722
Volatinia_jacarina,2010,46,7.54,-38.40869444,-12.17463889
Volatinia_jacarina,2012,48,,-47.417778,-22.820556
Volatinia_jacarina,2011,44.8,,-40.419778,-20.581417
Volatinia_jacarina,2004,54,6.1,-41.662676,-22.2781
Volatinia_jacarina,2009,,,-44.3525,-20.1289
Volatinia_jacarina,2002,51.2,,-49.348803,-25.589976
Volatinia_jacarina,2011,,,-35.18,-5.92
Volatinia_jacarina,2002,50,,-51.302929,-30.051014
Volatinia_jacarina,2011,53.5,,-40.419778,-20.581417
Volatinia_jacarina,2010,,,-48.433333,-23.266667
Volatinia_jacarina,2010,54,,-48.433333,-23.266667
Volatinia_jacarina,2006,53,,-48.46,-23.29
Volatinia_jacarina,2014,50,6.4,-49.398056,-22.530694
Volatinia_jacarina,2013,,,-39.28188889,-13.85077778
Volatinia_jacarina,2012,49.8,,-40.421528,-20.595056
Volatinia_jacarina,2002,51.1,,-49.348803,-25.589976
Volatinia_jacarina,2010,52,,-48.433333,-23.266667
Volatinia_jacarina,2013,50,,-35.126,-6.700556
Volatinia_jacarina,2010,52,,-48.433333,-23.266667
Volatinia_jacarina,2011,49,,-40.418722,-20.583167
Volatinia_jacarina,2009,50,,-48.433333,-23.266667
Volatinia_jacarina,2018,49,,-47.545152,-22.395381
Volatinia_jacarina,1999,52,,-41.031983,-21.735533
Volatinia_jacarina,2010,50,,-48.433333,-23.266667
Volatinia_jacarina,2006,50,5.1,-41.662676,-22.2781
Volatinia_jacarina,2010,42,6.45,-38.41408333,-12.17980556
Volatinia_jacarina,2006,46.5,6.6,-49.066667,-26.9
Volatinia_jacarina,2012,,,-43.4711,-20
Volatinia_jacarina,2004,54.2,,-49.356283,-25.583954
Volatinia_jacarina,2013,50,6.89,-39.28388889,-13.83805556
Volatinia_jacarina,2011,53.6,,-40.420667,-20.582083
Volatinia_jacarina,2002,50,,-49.348803,-25.589976
Volatinia_jacarina,2010,,,-48.433333,-23.266667
Volatinia_jacarina,2004,49.7,,-49.356283,-25.583954
Volatinia_jacarina,2006,,,-48.46,-23.29
Molothrus_bonariensis,2012,,,-43.4711,-20
Molothrus_bonariensis,2015,,,-47.543972,-22.396028
Molothrus_bonariensis,2003,71,,-51.302929,-30.051014
Molothrus_bonariensis,2003,82,,-51.302929,-30.051014
Molothrus_bonariensis,2012,,,-47.543972,-22.396028
Molothrus_bonariensis,2004,98,,-52.51,-32.53
Molothrus_bonariensis,2011,,,-47.543972,-22.396028
Molothrus_bonariensis,2004,112,6.5,-52.53671,-32.538503
Molothrus_bonariensis,1998,103,,-51.23,-30.05
Molothrus_bonariensis,2006,115,7.72,-52.34131,-31.774476
Molothrus_bonariensis,2016,,,-47.543972,-22.396028
Molothrus_bonariensis,2008,100,8.4,-49.08526,-26.88302
Molothrus_bonariensis,2010,112,8.43,-51.174612,-30.058708
Molothrus_bonariensis,2014,,,-47.543972,-22.396028
Molothrus_bonariensis,2012,,,-47.543972,-22.396028
Molothrus_bonariensis,2004,116,7.11,-52.53671,-32.538503
Molothrus_bonariensis,1998,115,,-51.22,-30.04
Molothrus_bonariensis,2006,113,6.61,-52.340985,-31.770084
Molothrus_bonariensis,2011,,,-43.5647,-21.2664
Molothrus_bonariensis,2011,115,8.91,-50.46599,-30.450173
Molothrus_bonariensis,1998,92,,-51.19,-29.98
Molothrus_bonariensis,2012,,,-47.543972,-22.396028
Molothrus_bonariensis,2005,74.5,,-51.302929,-30.051014
Molothrus_bonariensis,2017,,,-47.543972,-22.396028
Molothrus_bonariensis,2016,,,-47.543972,-22.396028
Molothrus_bonariensis,2002,108,6.43,-52.53671,-32.538503
Molothrus_bonariensis,2017,,,-47.543972,-22.396028
Molothrus_bonariensis,2012,,,-43.4711,-20
Molothrus_bonariensis,2012,,,-43.4711,-20
Molothrus_bonariensis,2003,114,7.99,-52.53671,-32.538503
Molothrus_bonariensis,2012,,,-43.4711,-20
Molothrus_bonariensis,2005,73,,-51.302929,-30.051014
