Binomial,Year,cwl,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Manacus_manacus,1998,51.5,,-48.422847,-25.356797
Manacus_manacus,2015,71,9.7,-34.9418676147,-8.0024407527
Manacus_manacus,2015,55,,-46.305028,-23.883583
Manacus_manacus,2002,52.4,,-48.541493,-25.587558
Manacus_manacus,2009,50,,-39.500511,-15.314456
Manacus_manacus,2015,53,,-46.340917,-23.855861
Manacus_manacus,2010,56,,-46.016667,-23.033333
Manacus_manacus,2013,,7.77,-46.93,-24.17
Manacus_manacus,2009,52.1,,-48.541493,-25.587558
Manacus_manacus,2002,50.6,,-48.541493,-25.587558
Manacus_manacus,2015,36,,-46.289722,-23.90525
Manacus_manacus,2017,,,-48.673631,-25.304749
Manacus_manacus,2017,51.65,,-48.673631,-25.304749
Manacus_manacus,2010,,8.5,-47.11,-24.42
Manacus_manacus,2010,66,8.2,-35.746496,-6.968757
Manacus_manacus,2010,51,7.2,-35.746496,-6.968757
Manacus_manacus,2010,51,7.3,-35.746496,-6.968757
Manacus_manacus,2012,51.2,,-54.487792,-25.619635
Manacus_manacus,1998,54.4,,-48.422847,-25.356797
Manacus_manacus,2017,49,9,-39.354754,-15.866612
Manacus_manacus,2015,54,,-46.305028,-23.883583
Manacus_manacus,2010,50,,-38.79888,-12.55468
Manacus_manacus,2006,50.9,,-48.541493,-25.587558
Manacus_manacus,2008,49,,-38.79888,-12.55468
Manacus_manacus,2013,46,,-44.41,-19.8886
Manacus_manacus,2015,55,,-46.289722,-23.90525
Manacus_manacus,2001,51.7,,-48.541493,-25.587558
Manacus_manacus,2010,51,5.6,-35.746496,-6.968757
Manacus_manacus,2015,53,,-46.305028,-23.883583
Manacus_manacus,2010,,8.24,-46.93,-24.17
Manacus_manacus,2007,52.2,,-48.541493,-25.587558
Manacus_manacus,2016,43,8.1,-34.9418676147,-8.0024407527
Manacus_manacus,2015,55,,-46.305028,-23.883583
Manacus_manacus,2000,46.82,8.43,-35.414242,-8.685614
Manacus_manacus,2012,50.2,,-40.422417,-20.588056
Manacus_manacus,2013,53.7,,-44.41,-19.8886
Manacus_manacus,2008,52,,-38.79888,-12.55468
Manacus_manacus,2010,54,,-38.79888,-12.55468
Manacus_manacus,2006,56,,-46.02,-23.039
Manacus_manacus,2002,50.7,,-48.541493,-25.587558
Manacus_manacus,2015,,,-46.233611,-23.956417
Manacus_manacus,2015,50,,-46.305028,-23.883583
Manacus_manacus,2015,53,,-46.305028,-23.883583
Manacus_manacus,2015,57,,-46.340917,-23.855861
Manacus_manacus,2015,50,,-46.305028,-23.883583
Manacus_manacus,2010,56,,-46.016667,-23.033333
Manacus_manacus,2003,50.3,,-48.541493,-25.587558
Manacus_manacus,2010,53,,-38.79888,-12.55468
Manacus_manacus,2004,52.3,,-48.541493,-25.587558
Manacus_manacus,2014,,,-43.4714,-19.9975
Manacus_manacus,2016,44,8.2,-34.9418676147,-8.0024407527
Manacus_manacus,2015,53,,-46.369417,-23.842417
Manacus_manacus,2011,,7.66,-47.11,-24.42
Manacus_manacus,2011,,8.34,-47.11,-24.42
Manacus_manacus,2010,52,,-38.79888,-12.55468
Manacus_manacus,2009,52,,-40.601667,-19.936111
Manacus_manacus,2009,51,,-39.500511,-15.314456
Manacus_manacus,1997,50.2,,-48.422847,-25.356797
Manacus_manacus,2004,51,,-48.541493,-25.587558
Manacus_manacus,2017,52,,-48.541493,-25.587558
Manacus_manacus,2003,48.6,,-48.541493,-25.587558
Manacus_manacus,1999,46.63,8.4,-35.833611,-8.710278
Manacus_manacus,2016,50,12.5,-34.9532021832,-7.9964573463
Manacus_manacus,2015,49,,-46.289722,-23.90525
Manacus_manacus,2015,49,9.7,-35.746496,-6.968757
Manacus_manacus,2015,52,,-46.340917,-23.855861
Manacus_manacus,2008,52,,-38.79888,-12.55468
Manacus_manacus,2004,,,-43.716667,-20.783333
Manacus_manacus,2010,,7.27,-47.11,-24.42
Manacus_manacus,2015,47,,-46.340917,-23.855861
Manacus_manacus,2008,50.4,,-48.541493,-25.587558
Manacus_manacus,2015,54,,-46.289722,-23.90525
Manacus_manacus,1997,,,-48.422847,-25.356797
Manacus_manacus,2017,48.98,10.04,-39.382412,-15.728039
Manacus_manacus,2005,,,-46.02,-23.039
Manacus_manacus,1997,51.1,,-48.422847,-25.356797
Manacus_manacus,2010,52,9.2,-35.746496,-6.968757
Manacus_manacus,2015,53,,-46.289722,-23.90525
Manacus_manacus,2017,50.3,,-48.68104,-25.301984
Manacus_manacus,2017,51.58,10.37,-39.5066,-15.800524
Manacus_manacus,2009,51,,-38.79888,-12.55468
Manacus_manacus,2015,45,,-35.746496,-6.968757
Manacus_manacus,2014,46,,-48.541493,-25.587558
Manacus_manacus,2015,54,7.8,-35.746496,-6.968757
Manacus_manacus,2015,55,,-46.305028,-23.883583
Manacus_manacus,2016,51,10.6,-34.9532021832,-7.9964573463
Manacus_manacus,2014,51,,-48.52275,-27.632528
Manacus_manacus,2008,51,9.6,-36.655833,-10.4
Manacus_manacus,2010,48,5.8,-42.807354,-22.660477
Manacus_manacus,2017,53,,-49.412429,-28.713794
Manacus_manacus,2011,,,-43.4044,-18.8581
Manacus_manacus,2000,65,8.5,-49.083333,-27.05
Manacus_manacus,2015,56,,-46.340917,-23.855861
Manacus_manacus,2015,65,,-34.9445366915,-7.9938007267
Manacus_manacus,2005,52.7,,-48.541493,-25.587558
Manacus_manacus,2017,52.3,,-48.541493,-25.587558
Manacus_manacus,1997,53.4,,-48.422847,-25.356797
Manacus_manacus,2016,70,10.7,-34.9445366915,-7.9938007267
Manacus_manacus,2013,,,-46.93,-24.17
Manacus_manacus,2008,51,,-38.79888,-12.55468
Manacus_manacus,2016,55,,-47.245302,-24.06865
Manacus_manacus,2015,58,,-46.457653,-23.876918
Manacus_manacus,2002,51.6,,-48.541493,-25.587558
Manacus_manacus,2015,54,,-46.289722,-23.90525
Manacus_manacus,2011,51.6,,-48.541493,-25.587558
Manacus_manacus,2007,,,-44.683333,-20.6
Manacus_manacus,2003,52.3,,-48.541493,-25.587558
Manacus_manacus,2004,,,-42.737667,-22.4084
Manacus_manacus,2010,47,6.1,-42.807354,-22.660477
Manacus_manacus,2015,55,,-46.289722,-23.90525
Manacus_manacus,2004,56,6.3,-42.737667,-22.4084
Manacus_manacus,2000,53.11,9.54,-35.864361,-8.98225
Manacus_manacus,2007,49.2,,-48.541493,-25.587558
Manacus_manacus,1993,,,-48.5867,-27.1702
Manacus_manacus,2015,50,,-46.340917,-23.855861
Manacus_manacus,2004,54.4,,-48.541493,-25.587558
Manacus_manacus,2010,70,7.2,-35.746496,-6.968757
Manacus_manacus,2011,53.53,,-35.879097,-9.218164
Manacus_manacus,2004,52.9,,-48.541493,-25.587558
Manacus_manacus,2017,52,,-47.245302,-24.06865
Manacus_manacus,1997,50.1,,-48.422847,-25.356797
Manacus_manacus,2017,50.01,9.37,-39.5066,-15.800524
Manacus_manacus,1999,53.1,,-48.422847,-25.356797
Manacus_manacus,2010,,8.73,-47.11,-24.42
Manacus_manacus,2015,,,-40.421322,-20.415332
Manacus_manacus,1992,,,-49.016667,-26.283333
Manacus_manacus,2015,,,-43.3272,-18.8933
Manacus_manacus,2017,56,,-49.412429,-28.713794
Manacus_manacus,2008,52,9.1,-36.655833,-10.4
Manacus_manacus,2002,53.2,9.5,-44.850694,-23.358056
Manacus_manacus,2012,,,-47.67257,-22.5756
Manacus_manacus,2009,70,,-38.79888,-12.55468
Manacus_manacus,2014,47.46,6.48,-48.34105,-25.14759
Manacus_manacus,2010,50,5.6,-42.807354,-22.660477
Manacus_manacus,2016,48,6.5,-34.9532021832,-7.9964573463
Manacus_manacus,2015,55,,-46.289722,-23.90525
Manacus_manacus,2015,56,,-46.340917,-23.855861
Manacus_manacus,1997,52.2,,-48.422847,-25.356797
Manacus_manacus,2015,49,,-46.289722,-23.90525
Manacus_manacus,2015,55,,-46.340917,-23.855861
Manacus_manacus,2005,52.6,,-48.541493,-25.587558
Manacus_manacus,2002,53.2,9.7,-44.850694,-23.358056
Manacus_manacus,2015,52,,-46.340917,-23.855861
Manacus_manacus,2015,56,,-47.245302,-24.06865
Manacus_manacus,2015,52,10,-34.9532021832,-7.9964573463
Manacus_manacus,2015,50,,-46.289722,-23.90525
Manacus_manacus,2009,51,,-38.79888,-12.55468
Manacus_manacus,1996,49,,-42.304444,-22.544028
Manacus_manacus,2014,,,-43.4714,-19.9975
Manacus_manacus,2001,,,-48.512518,-27.531353
Manacus_manacus,2015,53,,-46.340917,-23.855861
Manacus_manacus,2015,48,,-46.305028,-23.883583
Manacus_manacus,2011,54,,-48.498056,-27.475556
Manacus_manacus,2012,49.3,8.4,-35.712064,-8.545119
Manacus_manacus,2015,,,-46.340917,-23.855861
Manacus_manacus,2010,,8.48,-47.11,-24.42
Manacus_manacus,2008,56,,-38.79888,-12.55468
Manacus_manacus,2015,53,7.2,-35.746496,-6.968757
Manacus_manacus,2011,52.7,,-48.541493,-25.587558
Manacus_manacus,2016,,,-47.56375,-22.33372
Manacus_manacus,2003,52.4,,-48.541493,-25.587558
Manacus_manacus,2003,50.7,,-48.541493,-25.587558
Manacus_manacus,2010,,7.27,-47.11,-24.42
Manacus_manacus,2015,55,,-46.233611,-23.956417
Manacus_manacus,2015,56,,-46.305028,-23.883583
Manacus_manacus,1999,53.6,,-48.422847,-25.356797
Manacus_manacus,2001,52.6,8.4,-48.512518,-27.531353
Manacus_manacus,2015,55,,-46.289722,-23.90525
Manacus_manacus,2017,54,,-42.666531,-22.941347
Manacus_manacus,2015,37,,-46.305028,-23.883583
Manacus_manacus,2013,52,7.78,-39.70974167,-18.42649444
Manacus_manacus,2004,55,5.5,-42.737667,-22.4084
Manacus_manacus,2015,63,17.3,-34.9532021832,-7.9964573463
Manacus_manacus,2015,52,,-46.340917,-23.855861
Manacus_manacus,2015,52,,-46.305028,-23.883583
Manacus_manacus,2008,52,,-39.500511,-15.314456
Manacus_manacus,2006,51,,-46.02,-23.039
Manacus_manacus,2003,52,,-48.541493,-25.587558
Manacus_manacus,2017,46.3,7.81,-39.354754,-15.866612
Manacus_manacus,2010,48,4.9,-42.807354,-22.660477
Manacus_manacus,2015,55,,-46.305028,-23.883583
Manacus_manacus,2006,,,-47.436016,-23.880844
Manacus_manacus,2015,55,,-46.305028,-23.883583
Manacus_manacus,2009,53,,-38.79888,-12.55468
Manacus_manacus,2010,,,-47.11,-24.42
Manacus_manacus,2009,52,,-39.500511,-15.314456
Manacus_manacus,2010,51,6,-42.807354,-22.660477
Manacus_manacus,2001,50.2,,-48.541493,-25.587558
Manacus_manacus,2010,56,,-46.016667,-23.033333
Manacus_manacus,2003,53.7,,-48.541493,-25.587558
Manacus_manacus,2004,46.1,,-48.541493,-25.587558
Manacus_manacus,2008,51,,-38.79888,-12.55468
Manacus_manacus,2015,49,,-46.289722,-23.90525
Manacus_manacus,2015,53,,-46.305028,-23.883583
Manacus_manacus,2002,52.1,,-48.541493,-25.587558
Manacus_manacus,1998,50.5,,-48.422847,-25.356797
Manacus_manacus,2015,55,7,-35.746496,-6.968757
Manacus_manacus,2016,56,,-47.245302,-24.06865
Manacus_manacus,2015,58,,-46.289722,-23.90525
Manacus_manacus,2015,54,,-46.340917,-23.855861
Manacus_manacus,2006,,,-47.490814,-23.873765
Manacus_manacus,2010,,7.82,-47.11,-24.42
Manacus_manacus,2015,50,,-46.340917,-23.855861
Manacus_manacus,2017,51,,-47.245302,-24.06865
Manacus_manacus,2016,51,9.6,-34.9532021832,-7.9964573463
Manacus_manacus,2016,48,9.8,-34.9532021832,-7.9964573463
Manacus_manacus,2017,47.5,9,-39.354754,-15.866612
Manacus_manacus,2010,49,,-35.746496,-6.968757
Manacus_manacus,2010,49,5.8,-35.144167,-6.741389
Manacus_manacus,2015,55,,-46.289722,-23.90525
Manacus_manacus,2015,55,,-46.340917,-23.855861
Manacus_manacus,2012,,7.12,-39.47925,-12.85088889
Manacus_manacus,2012,,6.97,-39.47925,-12.85088889
Manacus_manacus,1997,53.3,,-48.422847,-25.356797
Manacus_manacus,2003,54.2,,-48.541493,-25.587558
Manacus_manacus,2015,57,,-46.233611,-23.956417
Manacus_manacus,2015,55,,-46.289722,-23.90525
Manacus_manacus,2010,49,5.4,-42.807354,-22.660477
Manacus_manacus,2015,51,,-46.340917,-23.855861
Manacus_manacus,2016,51,9.4,-34.9445366915,-7.9938007267
Manacus_manacus,2010,39,6.57,-39.17563056,-13.78475278
Manacus_manacus,2010,,6.97,-38.41025,-12.18283333
Manacus_manacus,2015,57,,-48.498056,-27.475556
Manacus_manacus,2001,50.2,,-48.541493,-25.587558
Manacus_manacus,2010,52,7.9,-35.746496,-6.968757
Manacus_manacus,2012,63,,-35.08559,-6.805421
Manacus_manacus,2009,,8.71,-47.11,-24.42
Manacus_manacus,1998,,,-48.422847,-25.356797
Manacus_manacus,2012,35,6.97,-39.47925,-12.85088889
Manacus_manacus,2009,52,,-38.79888,-12.55468
Manacus_manacus,2017,64,8.8,-34.9445366915,-7.9938007267
Manacus_manacus,2015,54,,-46.289722,-23.90525
Manacus_manacus,2009,,9.18,-47.11,-24.42
Manacus_manacus,2017,47.35,10.51,-39.369574,-15.792944
Manacus_manacus,2006,55,,-46.02,-23.039
Manacus_manacus,1999,50.46,9.02,-35.369722,-7.595278
Manacus_manacus,2002,50.7,,-48.541493,-25.587558
Manacus_manacus,2014,37,9.15,-39.28188889,-13.85077778
Manacus_manacus,2011,,5.53,-39.47375,-12.86025
Manacus_manacus,2014,,9.52,-39.28188889,-13.85077778
Manacus_manacus,2013,51,,-48.892222,-25.985278
Manacus_manacus,2012,,6.99,-39.47925,-12.85088889
Manacus_manacus,2011,,6.83,-39.47375,-12.86025
Manacus_manacus,2008,50,9,-49.068185,-26.872565
Manacus_manacus,2017,52.22,11,-39.325003,-15.95209
Manacus_manacus,2007,,,-43.733333,-22.7
Manacus_manacus,2008,52,,-39.671433,-14.032333
Manacus_manacus,2012,37,,-39.47925,-12.85088889
Manacus_manacus,2010,,5.8,-38.41025,-12.18283333
Manacus_manacus,2009,53,,-39.500511,-15.314456
Manacus_manacus,2010,,5.72,-39.17563056,-13.78475278
Manacus_manacus,2000,55,6.6,-49.066667,-27
Manacus_manacus,2015,54,,-47.245302,-24.06865
Manacus_manacus,2015,47,,-46.305028,-23.883583
Manacus_manacus,2010,,8.44,-47.11,-24.42
Manacus_manacus,2012,44.9,,-40.421528,-20.595056
Manacus_manacus,2010,49,,-39.500511,-15.314456
Manacus_manacus,2012,,6.94,-39.47925,-12.85088889
Manacus_manacus,2012,,6.7,-39.47925,-12.85088889
Manacus_manacus,2010,,7.79,-47.11,-24.42
Manacus_manacus,2005,51,4.8,-44.120167,-22.990433
Manacus_manacus,2007,,,-40.6367,-20.0922
Manacus_manacus,2013,,7.87,-46.93,-24.17
Turdus_amaurochalinus,2016,,,-50.18545,-29.491353
Turdus_amaurochalinus,2015,118,11.36,-47.543972,-22.396028
Turdus_amaurochalinus,2016,114,11.3,-47.543972,-22.396028
Turdus_amaurochalinus,2004,102,11,-48.833333,-27.666667
Turdus_amaurochalinus,2006,105.1,,-49.356283,-25.583954
Turdus_amaurochalinus,2002,117,5.77,-52.53671,-32.538503
Turdus_amaurochalinus,2011,118.5,9.81,-35.37,-5.88
Turdus_amaurochalinus,2004,116.4,,-49.356283,-25.583954
Turdus_amaurochalinus,2012,,,-43.9925,-19.9192
Turdus_amaurochalinus,2012,110.5,8.69,-35.18,-5.92
Turdus_amaurochalinus,2005,93.5,9.3,-49.066667,-26.9
Turdus_amaurochalinus,2013,,,-43.1347,-16.0514
Turdus_amaurochalinus,2013,114,6.92,-35.18,-5.92
Turdus_amaurochalinus,2007,105,12,-49.5,-27.116667
Turdus_amaurochalinus,2016,110.2,17.77,-47.543972,-22.396028
Turdus_amaurochalinus,2013,111,,-54.487792,-25.619635
Turdus_amaurochalinus,2016,102,,-50.178935,-29.482103
Turdus_amaurochalinus,2017,104,,-48.4981,-27.4756
Turdus_amaurochalinus,2008,115,12.1,-49.066667,-26.9
Turdus_amaurochalinus,2017,118,,-47.543972,-22.396028
Turdus_amaurochalinus,2012,118,7.35,-35.37,-5.88
Turdus_amaurochalinus,2017,115,,-47.543972,-22.396028
Turdus_amaurochalinus,2013,,,-43.1347,-16.0514
Turdus_amaurochalinus,2017,115,,-48.4981,-27.4756
Turdus_amaurochalinus,2016,93,,-50.178935,-29.482103
Turdus_amaurochalinus,2016,111,12.96,-47.543972,-22.396028
Turdus_amaurochalinus,2016,92,,-50.178935,-29.482103
Turdus_amaurochalinus,2005,118,,-48.46,-23.29
Turdus_amaurochalinus,2013,115,6.3,-35.18,-5.92
Turdus_amaurochalinus,2011,111.2,,-49.356283,-25.583954
Turdus_amaurochalinus,2000,100,22.6,-49.17027,-26.77639
Turdus_amaurochalinus,2001,,,-44.193483,-23.182683
Turdus_amaurochalinus,2004,110.8,,-49.356283,-25.583954
Turdus_amaurochalinus,2012,,,-43.4711,-20
Turdus_amaurochalinus,2017,120,,-47.543972,-22.396028
Turdus_amaurochalinus,2014,154,9,-47.543972,-22.396028
Turdus_amaurochalinus,2011,111,7,-35.37,-5.88
Turdus_amaurochalinus,2011,113,7.14,-35.37,-5.88
Turdus_amaurochalinus,2012,114,10.15,-35.18,-5.92
Turdus_amaurochalinus,2017,121,,-47.543972,-22.396028
Turdus_amaurochalinus,2004,90,,-51.302929,-30.051014
Turdus_amaurochalinus,2008,116,11.65,-54.198213,-23.037761
Turdus_amaurochalinus,2011,,,-43.4714,-19.9969
Turdus_amaurochalinus,2012,120,6.48,-35.37,-5.88
Turdus_amaurochalinus,2012,120,10.09,-35.37,-5.88
Turdus_amaurochalinus,2011,105.1,,-49.356283,-25.583954
Turdus_amaurochalinus,2017,,,-43.9883,-19.9214
Turdus_amaurochalinus,2008,110,10.4,-49.066667,-26.9
Turdus_amaurochalinus,2002,122.5,,-49.348803,-25.589976
Turdus_amaurochalinus,2015,119,10.88,-47.543972,-22.396028
Turdus_amaurochalinus,2017,117,,-47.543972,-22.396028
Turdus_amaurochalinus,2016,94,,-50.18545,-29.491353
Turdus_amaurochalinus,2016,115,,-47.543972,-22.396028
Turdus_amaurochalinus,2002,120,5.78,-52.53671,-32.538503
Turdus_amaurochalinus,2015,116,11.9,-47.543972,-22.396028
Turdus_amaurochalinus,2017,111,,-47.543972,-22.396028
Turdus_amaurochalinus,2016,95,,-50.178935,-29.482103
Turdus_amaurochalinus,2017,99,,-47.543972,-22.396028
Turdus_amaurochalinus,2015,117,,-48.4981,-27.4756
Turdus_amaurochalinus,2007,120.4,,-49.356283,-25.583954
Turdus_amaurochalinus,2017,,,-47.545152,-22.395381
Turdus_amaurochalinus,2017,112,,-48.4981,-27.4756
Turdus_amaurochalinus,2006,120.5,,-49.356283,-25.583954
Turdus_amaurochalinus,2016,109,11.06,-47.543972,-22.396028
Turdus_amaurochalinus,2015,115,,-48.4981,-27.4756
Turdus_amaurochalinus,2007,115,7.53,-52.34131,-31.774476
Turdus_amaurochalinus,2017,118,,-47.543972,-22.396028
Turdus_amaurochalinus,2006,91,,-51.302929,-30.051014
Turdus_amaurochalinus,2015,,,-44.1528,-17.7167
Turdus_amaurochalinus,2005,120,,-48.46,-23.29
Turdus_amaurochalinus,2001,121,5.3,-52.53671,-32.538503
Turdus_amaurochalinus,1998,,,-48.422847,-25.356797
Turdus_amaurochalinus,2016,,,-48.4981,-27.4756
Turdus_amaurochalinus,2000,103.9,10.6,-49.17027,-26.77639
Turdus_amaurochalinus,2016,109,,-47.543972,-22.396028
Turdus_amaurochalinus,1998,,,-48.422847,-25.356797
Turdus_amaurochalinus,2017,121,,-47.543972,-22.396028
Turdus_amaurochalinus,2001,116,6.39,-52.53671,-32.538503
Turdus_amaurochalinus,2011,108.3,,-49.356283,-25.583954
Turdus_amaurochalinus,2005,110,,-48.46,-23.29
Turdus_amaurochalinus,2016,111,,-48.4981,-27.4756
Turdus_amaurochalinus,2012,116,5.87,-35.37,-5.88
Turdus_amaurochalinus,2017,119,,-47.543972,-22.396028
Turdus_amaurochalinus,2006,111.9,,-49.356283,-25.583954
Turdus_amaurochalinus,2011,114,6.83,-35.37,-5.88
Turdus_amaurochalinus,2016,99,,-50.178935,-29.482103
Turdus_amaurochalinus,2014,112.7,11.2,-47.543972,-22.396028
Turdus_amaurochalinus,2012,114,13,-48.95,-26.916667
Turdus_amaurochalinus,2017,112,,-47.543972,-22.396028
Turdus_amaurochalinus,2016,114,10.13,-47.543972,-22.396028
Turdus_amaurochalinus,2015,113,13.53,-47.543972,-22.396028
Turdus_amaurochalinus,2010,108.8,,-49.356283,-25.583954
Turdus_amaurochalinus,2004,103.7,,-49.356283,-25.583954
Turdus_amaurochalinus,2012,110,10.12,-35.18,-5.92
Turdus_amaurochalinus,2017,112,,-47.543972,-22.396028
Turdus_amaurochalinus,2015,111,14,-47.543972,-22.396028
Turdus_amaurochalinus,2015,122,12.36,-56.628816,-21.109779
Turdus_amaurochalinus,2005,106,6,-44.120167,-22.990433
Turdus_amaurochalinus,2011,111,,-49.356283,-25.583954
Turdus_amaurochalinus,2016,111,,-47.543972,-22.396028
Turdus_amaurochalinus,2016,118,11.64,-47.543972,-22.396028
Turdus_amaurochalinus,2006,97.5,,-51.302929,-30.051014
Turdus_amaurochalinus,2016,110,,-47.543972,-22.396028
Turdus_amaurochalinus,2011,114,,-48.498056,-27.475556
Turdus_amaurochalinus,2014,,,-43.9386,-19.8933
Turdus_amaurochalinus,2015,117,12.58,-47.543972,-22.396028
Turdus_amaurochalinus,2006,100,,-51.302929,-30.051014
Turdus_amaurochalinus,2002,107,6.82,-52.53671,-32.538503
Turdus_amaurochalinus,2001,120,,-52.34131,-31.774476
Turdus_amaurochalinus,2011,,,-43.4714,-19.9969
Turdus_amaurochalinus,2006,111.5,,-49.356283,-25.583954
Turdus_amaurochalinus,2016,97,,-50.178935,-29.482103
Turdus_amaurochalinus,2014,113,12.2,-47.543972,-22.396028
Turdus_amaurochalinus,2010,113,6.02,-52.369803,-30.015064
Turdus_amaurochalinus,2005,110,,-48.46,-23.29
Turdus_amaurochalinus,2009,112,,-52.501391,-31.673241
Turdus_amaurochalinus,2011,,,-43.5061,-20.0797
Turdus_amaurochalinus,2002,121,6.07,-52.53671,-32.538503
Turdus_amaurochalinus,2016,95.2,,-50.178935,-29.482103
Turdus_amaurochalinus,2016,112,,-48.4981,-27.4756
Turdus_amaurochalinus,2017,117,,-47.543972,-22.396028
Turdus_amaurochalinus,2010,112.8,,-49.356283,-25.583954
Turdus_amaurochalinus,2011,126,10,-49.358244,-26.948522
Turdus_amaurochalinus,2013,,,-43.1275,-16.0719
Turdus_amaurochalinus,2015,109,11.91,-47.543972,-22.396028
Turdus_amaurochalinus,2014,98,8.4,-39.321775,-14.30725833
Turdus_amaurochalinus,2016,45,,-48.4981,-27.4756
Turdus_amaurochalinus,2012,110,6.61,-35.37,-5.88
Turdus_amaurochalinus,2017,116,,-47.543972,-22.396028
Turdus_amaurochalinus,2017,109,,-47.545152,-22.395381
Turdus_amaurochalinus,2006,116,,-49.356283,-25.583954
Turdus_amaurochalinus,2017,123,,-47.543972,-22.396028
Turdus_amaurochalinus,2013,107,6.07,-35.18,-5.92
Turdus_amaurochalinus,2016,114,12.57,-47.543972,-22.396028
Turdus_amaurochalinus,2016,,,-42.6983,-16.08
Turdus_amaurochalinus,2004,106.4,,-49.356283,-25.583954
Turdus_amaurochalinus,2011,111,6.08,-35.37,-5.88
Turdus_amaurochalinus,2012,,,-43.9922,-19.9194
Turdus_amaurochalinus,2004,112.4,,-49.356283,-25.583954
Stephanophorus_diadematus,2003,106,,-43.29155,-22.449367
Stephanophorus_diadematus,2004,99.2,,-49.356283,-25.583954
Stephanophorus_diadematus,2012,,,-44.6228,-22.7331
Stephanophorus_diadematus,2003,100,,-43.29155,-22.449367
Stephanophorus_diadematus,2017,79,,-50.186006,-29.499814
Stephanophorus_diadematus,2006,,,-47.471961,-23.867741
Stephanophorus_diadematus,2012,,,-44.6483,-22.0531
Stephanophorus_diadematus,2017,82,,-50.178935,-29.482103
Stephanophorus_diadematus,2012,,,-48.992205,-25.49548
Stephanophorus_diadematus,2001,98,6.66,-52.53671,-32.538503
Stephanophorus_diadematus,2009,99,10,-51.983333,-26.833333
Stephanophorus_diadematus,2012,,,-48.992205,-25.49548
Stephanophorus_diadematus,2012,,,-44.6778,-22.0586
Stephanophorus_diadematus,2002,101.1,,-49.356283,-25.583954
Stephanophorus_diadematus,2004,91.4,,-49.356283,-25.583954
Stephanophorus_diadematus,2004,,,-49.356283,-25.583954
Stephanophorus_diadematus,2015,115,,-49.636667,-28.160833
Stephanophorus_diadematus,2016,87,,-50.178935,-29.482103
Stephanophorus_diadematus,2002,94.3,,-49.356283,-25.583954
Stephanophorus_diadematus,2004,101.1,,-49.356283,-25.583954
Stephanophorus_diadematus,2002,102.9,,-49.356283,-25.583954
Stephanophorus_diadematus,2016,88.2,,-50.178935,-29.482103
Stephanophorus_diadematus,2016,87.5,,-50.178935,-29.482103
Stephanophorus_diadematus,2016,85,,-50.178935,-29.482103
Stephanophorus_diadematus,2017,71.5,,-50.186006,-29.499814
Stephanophorus_diadematus,2002,105.1,,-49.356283,-25.583954
Stephanophorus_diadematus,2009,103,10.2,-51.983333,-26.833333
Stephanophorus_diadematus,2016,83,,-50.18545,-29.491353
Stephanophorus_diadematus,2016,79,,-50.178935,-29.482103
Stephanophorus_diadematus,2014,,7.4,-50.372225,-29.099621
Stephanophorus_diadematus,2003,106,,-43.29155,-22.449367
Stephanophorus_diadematus,2001,92,7.53,-52.53671,-32.538503
Stephanophorus_diadematus,2016,81.5,,-50.178935,-29.482103
Stephanophorus_diadematus,2017,84.5,,-50.186006,-29.499814
Stephanophorus_diadematus,2017,83,,-50.178935,-29.482103
Stephanophorus_diadematus,2003,96,,-43.29155,-22.449367
Stephanophorus_diadematus,2016,80.5,,-50.171519,-29.478818
Stephanophorus_diadematus,2004,99,,-49.356283,-25.583954
Stephanophorus_diadematus,2010,99.1,,-49.356283,-25.583954
Sittasomus_griseicapillus,2015,,,-43.5067,-20.08
Sittasomus_griseicapillus,2001,71.5,8.8,-48.52396,-27.71722
Sittasomus_griseicapillus,2010,,,-42.8892,-21.9339
Sittasomus_griseicapillus,2000,,5.8,-48.416666,-24.316666
Sittasomus_griseicapillus,2007,,,-43.45,-19.9667
Sittasomus_griseicapillus,2011,73.8,7.1,-36.405802,-8.20199
Sittasomus_griseicapillus,2007,,,-45.9333,-22.7
Sittasomus_griseicapillus,2014,,,-43.4714,-19.9975
Sittasomus_griseicapillus,2014,,,-43.4714,-19.9969
Sittasomus_griseicapillus,2009,,,-43.5103,-20.1536
Sittasomus_griseicapillus,2013,72.6,7.4,-35.154812,-7.042276
Sittasomus_griseicapillus,2009,,,-43.5333,-18.4097
Sittasomus_griseicapillus,2012,,,-43.8839,-20.1694
Sittasomus_griseicapillus,2012,,,-43.1372,-16.0428
Sittasomus_griseicapillus,2015,74,,-49.618889,-28.1525
Sittasomus_griseicapillus,2011,,,-43.5067,-20.08
Sittasomus_griseicapillus,2015,76,,-49.618889,-28.1525
Sittasomus_griseicapillus,1999,72.15,6.64,-35.833611,-8.710278
Sittasomus_griseicapillus,2009,84,18.9,-49.266667,-27.033333
Sittasomus_griseicapillus,2010,,,-43.9372,-20.2903
Sittasomus_griseicapillus,2015,,,-43.5067,-20.08
Sittasomus_griseicapillus,2012,77.6,,-44.4081,-19.8761
Sittasomus_griseicapillus,2000,,5,-48.416666,-24.316666
Sittasomus_griseicapillus,2015,,,-43.5067,-20.08
Sittasomus_griseicapillus,2009,76.2,7,-51.958402,-26.758381
