ID_ABT,Binomial,Family,Sex,Year,month,season,cwl,wing_col,Bill_width.mm.,Body_mass.g.,Main_researcher,Municipality,Locality,Longitude_decimal_degrees,Latitude_decimal_degrees,Altitude,Molt,Ring
VC0872,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,67,right,,13,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,
EH0050,Haplospiza_unicolor,Thraupidae,Female,2000,3,MAM,,,6.5,15.5,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D44756
JN0052,Haplospiza_unicolor,Thraupidae,Male,2013,5,MAM,65,generic,,14.5,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,D126209
VC0953,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,,,,15,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,E98635
EH0030,Haplospiza_unicolor,Thraupidae,Female,1999,10,SON,,,,15,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D33354
PA0574,Haplospiza_unicolor,Thraupidae,Male,2005,11,SON,63,right,,14,P.Antas,São José dos Campos,Fazenda Montes Claros,-46.02,-23.039,771,no,E67917
PA0534,Haplospiza_unicolor,Thraupidae,Male,2006,8,JJA,67,right,,15,P.Antas,Pilar do Sul,faz Brumado,-47.81,-23.95,769,no,E54031
EH0588,Haplospiza_unicolor,Thraupidae,Female,2001,3,MAM,,,7.5,13,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,
PC0363,Haplospiza_unicolor,Thraupidae,Male,2012,11,SON,66,right,6.65,16.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,D64418
CF0797,Haplospiza_unicolor,Thraupidae,Female,2017,6,JJA,52,right,,16.7,C.Fontana,São Francisco de Paula,CPCN PróMata,-50.186006,-29.499814,747,no,D77004
EH0569,Haplospiza_unicolor,Thraupidae,Female,2000,4,MAM,,,4,17.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,D43015
VC1012,Haplospiza_unicolor,Thraupidae,Male,2010,5,MAM,66,right,,15,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,
LI0387,Haplospiza_unicolor,Thraupidae,Male,2007,1,DJF,,,,15,I.de Faria,Taubaté,,-45.516692,-23.1,673,,
VC0954,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,,,,17,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,
CF0835,Haplospiza_unicolor,Thraupidae,Female,2017,8,JJA,49.75,right,,16.5,C.Fontana,São Francisco de Paula,CPCN PróMata,-50.178935,-29.482103,625,Yes,F67421
PC0333,Haplospiza_unicolor,Thraupidae,Male,2012,11,SON,65,right,6.2,20,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,D57850
VC1925,Haplospiza_unicolor,Thraupidae,Female,2010,10,SON,64,right,,,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,E104726
VC0897,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,,,,16.5,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,E98636
MF0219,Haplospiza_unicolor,Thraupidae,Female,2002,7,JJA,64.4,right,,17,M.Francisco,Caraguatatuba,Parque Estadual da Serra do Mar Núcleo Caraguatatuba,-45.427917,-23.593222,271,,D48730
CB1299,Haplospiza_unicolor,Thraupidae,Female,2006,6,JJA,,,,10,C.Banks-Leite,Piedade,,-47.449741,-23.843869,990,,D96288
PR0211,Haplospiza_unicolor,Thraupidae,Male,2002,7,JJA,65,left,6.7,18,A.Piratelli,Miguel Pereira,Fazenda Igapira,-42.38333,-22.5,120,no,C 26964
EH0023,Haplospiza_unicolor,Thraupidae,Female,1999,8,JJA,,,,12,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D33335
JS0153,Haplospiza_unicolor,Thraupidae,Male,2013,2,DJF,63,generic,,15,J.Zocche,Siderópolis,Proximidades da Subestação Eletrosul,-49.405145,-28.599546,155,no,D126320
EH0474,Haplospiza_unicolor,Thraupidae,Male,1999,12,DJF,,,5,13.5,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D33376
PA0541,Haplospiza_unicolor,Thraupidae,Male,2006,8,JJA,,,,15.7,P.Antas,Pilar do Sul,faz Brumado,-47.81,-23.95,769,no,E54038
WS0552,Haplospiza_unicolor,Thraupidae,Female,2014,2,DJF,62,generic,,15,G.Wilrich;E.Silva,Campo Belo do Sul,Gateados 2,-50.851889,-28.031444,831,,E134037
EC3551,Haplospiza_unicolor,Thraupidae,Male,2007,5,MAM,67,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,D 11887
VC0530,Haplospiza_unicolor,Thraupidae,Female,2010,1,DJF,59.6,right,,14,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,E98652
JN0237,Haplospiza_unicolor,Thraupidae,Female,2013,11,SON,63,generic,,15,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,D126336
WS0198,Haplospiza_unicolor,Thraupidae,Male,2012,12,DJF,65,generic,,14,G.Wilrich;E.Silva,Campo Belo do Sul,Gateados 1,-50.901139,-28.007167,911,,E108695
EH1102,Haplospiza_unicolor,Thraupidae,Male,2000,12,DJF,,,7,16,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,D43077
VC0871,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,67,right,,15.5,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,
MA0822,Haplospiza_unicolor,Thraupidae,Male,2003,4,MAM,65,right,,13.2,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.664975,-22.276078,1,no,E54626
PA0720,Haplospiza_unicolor,Thraupidae,Male,2006,5,MAM,69,right,,15,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,E69492
PA0691,Haplospiza_unicolor,Thraupidae,Male,2006,3,MAM,63,right,,13.5,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,E69466
PC0446,Haplospiza_unicolor,Thraupidae,Male,2012,12,DJF,62,right,7.2,22,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,D64436
VC0963,Haplospiza_unicolor,Thraupidae,Female,2010,4,MAM,61,right,,17,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,
CF0756,Haplospiza_unicolor,Thraupidae,Female,2017,1,DJF,48,right,,13.5,C.Fontana,São Francisco de Paula,CPCN PróMata,-50.186006,-29.499814,747,no,E168402
LI0384,Haplospiza_unicolor,Thraupidae,Male,2007,1,DJF,,,,14,I.de Faria,Taubaté,,-45.516689,-23.1,673,,
VC0491,Haplospiza_unicolor,Thraupidae,Male,2010,1,DJF,63,right,,14,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,E98634
PA0738,Haplospiza_unicolor,Thraupidae,Female,2006,5,MAM,66,right,,14.5,P.Antas,Pilar do Sul,faz Brumado,-47.81,-23.95,769,no,E69510
AR0827,Haplospiza_unicolor,Thraupidae,Female,2001,12,DJF,59.4,right,6.7,17,A.Ross,Santo Amaro da Imperatriz,Hotel Plaza Caldas da Imperatirz  PEST,-48.810668,-27.73223,233,no,D 50344
PA1080,Haplospiza_unicolor,Thraupidae,Female,2006,5,MAM,69,right,,17,P.Antas,Pilar do Sul,faz Brumado,-47.81,-23.95,769,no,F03852
VC0705,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,,,,17,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,E98683
PC0524,Haplospiza_unicolor,Thraupidae,Female,2013,2,DJF,65,right,6.9,16,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,Yes,D82713
EH0043,Haplospiza_unicolor,Thraupidae,Female,1999,12,DJF,,,5.2,17.5,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D33381
EC4570,Haplospiza_unicolor,Thraupidae,Male,2010,11,SON,62.1,right,,14,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.356283,-25.583954,914,no,D 88159
EH0028,Haplospiza_unicolor,Thraupidae,Female,1999,9,SON,,,,14,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D33347
CF0792,Haplospiza_unicolor,Thraupidae,Male,2017,5,MAM,51.5,right,,15.4,C.Fontana,São Francisco de Paula,CPCN PróMata,-50.186006,-29.499814,747,Yes,F51795
CB2382,Haplospiza_unicolor,Thraupidae,Female,2007,1,DJF,,,,16,C.Banks-Leite,Piedade,,-47.443783,-23.867903,946,,D86613
PA0803,Haplospiza_unicolor,Thraupidae,Female,2006,8,JJA,63,right,,16,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,E69572
VC1914,Haplospiza_unicolor,Thraupidae,Female,2010,10,SON,60,right,,,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,E104722
VC1002,Haplospiza_unicolor,Thraupidae,Female,2010,5,MAM,57,right,,19,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,
PC0355,Haplospiza_unicolor,Thraupidae,Male,2012,11,SON,67,right,6.9,15.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,D64417
WS0264,Haplospiza_unicolor,Thraupidae,Female,2013,3,MAM,62,generic,,14,G.Wilrich;E.Silva,Campo Belo do Sul,Gateados 1,-50.901139,-28.007167,911,,E133914
CB2340,Haplospiza_unicolor,Thraupidae,Female,2007,1,DJF,,,,14.5,C.Banks-Leite,Piedade,,-47.478972,-23.893093,912,,E72832
CF0810,Haplospiza_unicolor,Thraupidae,Female,2017,6,JJA,51,right,,15.9,C.Fontana,São Francisco de Paula,CPCN PróMata,-50.178935,-29.482103,625,no,D77021
CF0767,Haplospiza_unicolor,Thraupidae,Male,2016,10,SON,54,right,,14.7,C.Fontana,São Francisco de Paula,CPCN PróMata,-50.18545,-29.491353,625,no,E168451
VC0818,Haplospiza_unicolor,Thraupidae,Male,2010,4,MAM,61.5,right,,15.5,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,
EH0031,Haplospiza_unicolor,Thraupidae,Female,1999,11,SON,,,,14.5,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,D33354
VC1869,Haplospiza_unicolor,Thraupidae,Female,2010,10,SON,66,right,,,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,E104706
VC1922,Haplospiza_unicolor,Thraupidae,Female,2010,10,SON,67,right,,,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,E104728
CA0117,Haplospiza_unicolor,Thraupidae,Female,2014,3,MAM,51,generic,10.7,13,C.Ferreira,Alto Caparaó,Parque Nacional do Caparaó,-41.84374722,-20.41793889,1522,no,D79979
